Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda075920,,fluoxetine hydrochloride,fluoxetine hydrochloride,bajaj,small molecule,solution,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,bajaj,FDA,,fda,no,,
anda076001,,fluoxetine hydrochloride,fluoxetine hydrochloride,teva pharms usa,small molecule,capsule,oral,approved,authorised,29.01.2002,2002,no,,,,mental and behavioural disorders,,,yes,,,teva,FDA,"1 indications and usage fluoxetine capsules are indicated for the treatment of: acute and maintenance treatment of major depressive disorder [see clinical studies (14.1)] . acute and maintenance treatment of obsessions and compulsions in patients with obsessive compulsive disorder (ocd) [see clinical studies (14.2)]. acute and maintenance treatment of binge-eating and vomiting behaviors in patients with moderate to severe bulimia nervosa [see clinical studies (14.3)] . acute treatment of panic disorder, with or without agoraphobia [see clinical studies (14.4)]. fluoxetine capsules and olanzapine in combination are indicated for the treatment of: acute treatment of depressive episodes associated with bipolar i disorder. treatment resistant depression (major depressive disorder in patients, who do not respond to 2 separate trials of different antidepressants of adequate dose and duration in the current episode). fluoxetine capsules monotherapy is not indicated for the treatment of depressive episodes associated with bipolar i disorder or the treatment of treatment resistant depression. when using fluoxetine capsules and olanzapine in combination, also refer to the clinical studies section of the package insert for symbyax®. fluoxetine capsules usp are a selective serotonin reuptake inhibitor indicated for: acute and maintenance treatment of major depressive disorder (mdd) (1) acute and maintenance treatment of obsessive compulsive disorder (ocd) ( 1 ) acute and maintenance treatment of bulimia nervosa ( 1 ) acute treatment of panic disorder, with or without agoraphobia ( 1 ) fluoxetine capsules and olanzapine in combination for treatment of: acute depressive episodes associated with bipolar i disorder ( 1 ) treatment resistant depression (1)",fda,no,<major depressive disorder>; <obsessive-compulsive disorder>; <bulimia nervosa>; <panic disorder>; <bipolar i disorder>,
anda076006,,fluoxetine hydrochloride,fluoxetine hydrochloride,dr reddys,small molecule,tablet,oral,approved,authorised,30.01.2002,2002,no,,,,,,,yes,,,reddys,FDA,,fda,no,,
anda076015,,fluoxetine hydrochloride,fluoxetine hydrochloride,pharm assoc,small molecule,solution,oral,approved,authorised,30.01.2002,2002,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda076022,,fluoxetine hydrochloride,fluoxetine hydrochloride,carlsbad,small molecule,capsule,oral,approved,discontinued,30.01.2002,2002,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda076024,,fluoxetine hydrochloride,fluoxetine hydrochloride,fosun pharma,small molecule,tablet,oral,approved,discontinued,29.01.2002,2002,no,,,,,,,yes,,,fosun,FDA,,fda,no,,
anda076165,,fluoxetine hydrochloride,fluoxetine hydrochloride,cr double crane,small molecule,capsule,oral,approved,discontinued,01.02.2002,2002,no,,,,,,,yes,,,cr double crane,FDA,,fda,no,,
anda076237,,fluoxetine hydrochloride,fluoxetine hydrochloride,barr,small molecule,capsule; pellet,oral,approved,discontinued,24.03.2010,2010,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda076251,,fluoxetine hydrochloride,fluoxetine hydrochloride,barr,small molecule,capsule,oral,approved,discontinued,18.05.2005,2005,no,,,,,,,yes,,,barr,FDA,,fda,no,,
anda076287,,fluoxetine hydrochloride,fluoxetine hydrochloride,ani pharms,small molecule,capsule,oral,approved,discontinued,20.05.2008,2008,no,,,,,,,yes,,,ani,FDA,,fda,no,,
anda076458,,fluoxetine hydrochloride,fluoxetine hydrochloride,chartwell molecular,small molecule,solution,oral,approved,discontinued,14.05.2004,2004,no,,,,,,,yes,,,chartwell,FDA,,fda,no,,
anda076922,,fluoxetine hydrochloride,fluoxetine hydrochloride,strides pharma,,capsule,oral,approved,authorised,16.12.2004,2004,no,,,,,,,yes,,,strides,FDA,,fda,no,,
anda076990,,fluoxetine hydrochloride,fluoxetine hydrochloride,sun pharm inds ltd,,capsule,oral,approved,discontinued,13.12.2004,2004,no,,,,,,,yes,,,sun,FDA,,fda,no,,
anda077469,,fluoxetine hydrochloride,fluoxetine hydrochloride,sandoz,,capsule,oral,approved,discontinued,17.11.2008,2008,no,,,,,,,yes,,,sandoz,FDA,,fda,no,,
anda077849,,fluoxetine hydrochloride,fluoxetine hydrochloride,lannett co inc,,solution,oral,approved,authorised,09.02.2007,2007,no,,,,,,,yes,,,lannett,FDA,,fda,no,,
anda078045,,fluoxetine hydrochloride,fluoxetine hydrochloride,natco pharma usa,,capsule,oral,approved,discontinued,17.11.2008,2008,no,,,,,,,yes,,,natco,FDA,,fda,no,,
anda078143,,fluoxetine hydrochloride,fluoxetine hydrochloride,granule,,capsule,oral,approved,discontinued,16.01.2008,2008,no,,,,,,,yes,,,granule,FDA,,fda,no,,
anda078572,,fluoxetine hydrochloride,fluoxetine hydrochloride,dr reddys labs ltd,,capsule; pellet,oral,approved,authorised,22.03.2010,2010,no,,,,mental and behavioural disorders,,,yes,,,dr reddys,FDA,1 indications and usage fluoxetine delayed-release capsules are indicated for the treatment of: • acute and maintenance treatment of major depressive disorder [see clinical studies ( 14.1 )] . fluoxetine delayed-release capsules are selective serotonin reuptake inhibitor indicated for: acute and maintenance treatment of major depressive disorder (mdd) (1),fda,no,<major depressive disorder>,
anda078619,,fluoxetine hydrochloride,fluoxetine hydrochloride,aurobindo pharma,,capsule,oral,approved,authorised,31.01.2008,2008,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda079209,,fluoxetine hydrochloride,fluoxetine hydrochloride,aurobindo pharma,,solution,oral,approved,authorised,19.03.2009,2009,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda090223,,fluoxetine hydrochloride,fluoxetine hydrochloride,alembic pharms ltd,,capsule,oral,approved,authorised,19.03.2009,2009,no,,,,mental and behavioural disorders,,,yes,,,alembic,FDA,"1. indications and usage fluoxetine is indicated for the treatment of: · acute and maintenance treatment of major depressive disorder [see clinical studies (14.1)] . · acute and maintenance treatment of obsessions and compulsions in patients with obsessive compulsive disorder (ocd) [see clinical studies (14.2)]. · acute and maintenance treatment of binge-eating and vomiting behaviors in patients with moderate to severe bulimia nervosa [see clinical studies (14.3)] . · acute treatment of panic disorder, with or without agoraphobia [see clinical studies (14.4)]. fluoxetine and olanzapine in combination is indicated for the treatment of: · acute treatment of depressive episodes associated with bipolar i disorder in adult. fluoxetine monotherapy is not indicated for the treatment of depressive episodes associated with bipolar i disorder or the treatment of treatment resistant depression. when using fluoxetine and olanzapine in combination, also refer to the clinical studies section of the package insert for symbya ® . fluoxetine is a selective serotonin reuptake inhibitor indicated for: • acute and maintenance treatment of major depressive disorder (mdd) (1) • acute and maintenance treatment of obsessive compulsive disorder (ocd)(1) • acute and maintenance treatment of bulimia nervosa (1) • acute treatment of panic disorder, with or without agoraphobia(1) fluoxetine and olanzapine in combination for treatment of: • acute treatment of depressive episodes associated with bipolar i disorder in adults (1)",fda,no,<major depressive disorder>; <obsessive-compulsive disorder>; <bulimia nervosa>; <panic disorder>; <bipolar disorder>,
anda201336,,fluoxetine hydrochloride,fluoxetine hydrochloride,heritage,,capsule,oral,approved,authorised,01.10.2012,2012,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda202729,,fluoxetine hydrochloride,fluoxetine hydrochloride,accord hlthcare,,capsule,oral,approved,discontinued,27.08.2020,2020,no,,,,,,,yes,,,accord,FDA,,fda,no,,
anda203836,,fluoxetine hydrochloride,fluoxetine hydrochloride,endo operations,,tablet,oral,approved,authorised,19.08.2016,2016,no,,,,mental and behavioural disorders,,,yes,,,endo,FDA,"1 indications & usage fluoxetine is a selective serotonin reuptake inhibitor indicated for: acute and maintenance treatment of major depressive disorder (mdd) in adult and pediatric patients aged 8 to 18 years (1.1) acute and maintenance treatment of obsessive compulsive disorder (ocd) in adults and pediatric patients aged 7 to 17 years (1.2) acute and maintenance treatment of bulimia nervosa in adult patients (1.3) acute treatment of panic disorder, with or without agoraphobia, in adult patients (1.4) indication adult pediatric mdd (2.1) 20 mg/day in am (initial dose) 10 to 20 mg/day (initial dose) ocd (2.2) 20 mg/day in am (initial dose) 10 mg/day (initial dose) bulimia nervosa (2.3) 60 mg/day in am panic disorder (2.4) 10 mg/day (initial dose) a lower or less frequent dosage should be used in patients with hepatic impairment, the elderly, and for patients with concurrent disease or on multiple concomitant medications (2.7) 1.1 major depressive disorder fluoxetine is indicated for the acute and maintenance treatment of major depressive disorder in adult patients and in pediatric patients aged 8 to 18 years [see clinical studies (14.1)] . the usefulness of the drug in adult and pediatric patients receiving fluoxetine for extended periods should periodically be re-evaluated [see dosage and administration (2.1)] . 1.2 obsessive compulsive disorder fluoxetine is indicated for the acute and maintenance treatment of obsessions and compulsions in adult patients and in pediatric patients aged 7 to 17 years with obsessive compulsive disorder (ocd) [see clinical studies (14.2)] . the effectiveness of fluoxetine in long‑term use, i.e., for more than 13 weeks, has not been systematically evaluated in placebo‑controlled trials. therefore, the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long‑term usefulness of the drug for the individual patient [see dosage and administration (2.2)] . 1.3 bulimia nervosa fluoxetine is indicated for the acute and maintenance treatment of binge‑eating and vomiting behaviors in adult patients with moderate to severe bulimia nervosa [see clinical studies (14.3)] . the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long‑term usefulness of the drug for the individual patient [see dosage and administration (2.3)] . 1.4 panic disorder fluoxetine is indicated for the acute treatment of panic disorder, with or without agoraphobia, in adult patients [see clinical studies (14.4)] . the effectiveness of fluoxetine in long‑term use, i.e., for more than 12 weeks, has not been established in placebo‑controlled trials. therefore, the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long‑term usefulness of the drug for the individual patient [see dosage and administration (2.4)] .",fda,no,<major depressive disorder>; <obsessive compulsive disorder>; <bulimia nervosa>; <panic disorder>,
anda204597,,fluoxetine hydrochloride,fluoxetine hydrochloride,sciegen pharms inc,,capsule,oral,approved,authorised,16.03.2015,2015,no,,,,mental and behavioural disorders,,,yes,,,sciegen,FDA,"1 indications and usage fluoxetine is indicated for the treatment of: acute and maintenance treatment of major depressive disorder [see clinical studies (14.1) ] . acute and maintenance treatment of obsessions and compulsions in patients with obsessive compulsive disorder (ocd) [see clinical studies (14.2) ] . acute and maintenance treatment of binge-eating and vomiting behaviors in patients with moderate to severe bulimia nervosa [see clinical studies (14.3) ] . acute treatment of panic disorder, with or without agoraphobia [see clinical studies (14.4) ] . fluoxetine and olanzapine in combination is indicated for the treatment of: acute treatment of depressive episodes associated with bipolar i disorder. treatment resistant depression (major depressive disorder in patients, who do not respond to 2 separate trials of different antidepressants of adequate dose and duration in the current episode). fluoxetine monotherapy is not indicated for the treatment of depressive episodes associated with bipolar i disorder or the treatment of treatment resistant depression. when using fluoxetine and olanzapine in combination, also refer to the clinical studies section of the package insert for symbyax ® . fluoxetine capsules are a selective serotonin reuptake inhibitor indicated for: acute and maintenance treatment of major depressive disorder (mdd) ( 1 ) acute and maintenance treatment of obsessive compulsive disorder (ocd) ( 1 ) acute and maintenance treatment of bulimia nervosa ( 1 ) acute treatment of panic disorder, with or without agoraphobia ( 1 ) fluoxetine capsules and olanzapine in combination for treatment of: acute depressive episodes associated with bipolar i disorder ( 1 ) treatment resistant depression ( 1 )",fda,no,<major depressive disorder>; <obsessive compulsive disorder>; <bulimia nervosa>; <panic disorder>; <bipolar i disorder>,
anda206937,,fluoxetine hydrochloride,fluoxetine hydrochloride,torrent,,tablet,oral,approved,authorised,21.10.2016,2016,no,,,,,,,yes,,,torrent,FDA,,fda,no,,
anda206993,,fluoxetine hydrochloride,fluoxetine hydrochloride,cadila pharms ltd,,capsule,oral,approved,authorised,23.05.2019,2019,no,,,,,,,yes,,,cadila,FDA,,fda,no,,
anda208698,,fluoxetine hydrochloride,fluoxetine hydrochloride,alembic,,tablet,oral,approved,authorised,05.04.2017,2017,no,,,,mental and behavioural disorders,,,yes,,,alembic,FDA,"1 indications and usage fluoxetine is a selective serotonin reuptake inhibitor indicated for: acute and maintenance treatment of major depressive disorder (mdd) in adult and pediatric patients aged 8 to 18 years (1.1) acute and maintenance treatment of obsessive compulsive disorder (ocd) in adults and pediatric patients aged 7 to 17 years (1.2) acute and maintenance treatment of bulimia nervosa in adult patients (1.3) acute treatment of panic disorder, with or without agoraphobia, in adult patients (1.4) 1.1 major depressive disorder fluoxetine is indicated for the acute and maintenance treatment of major depressive disorder in adult patients and in pediatric patients aged 8 to 18 years [see clinical studies (14.1)] . the usefulness of the drug in adult and pediatric patients receiving fluoxetine for extended periods should periodically be re-evaluated [see dosage and administration (2.1)] . 1.2 obsessive compulsive disorder fluoxetine is indicated for the acute and maintenance treatment of obsessions and compulsions in adult patients and in pediatric patients aged 7 to 17 years with obsessive compulsive disorder (ocd [see clinical studies (14.2)] . the effectiveness of fluoxetine in long‑term use, i.e., for more than 13 weeks, has not been systematically evaluated in placebo‑controlled trials. therefore, the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long‑term usefulness of the drug for the individual patient [see dosage and administration (2.2)] . 1.3 bulimia nervosa fluoxetine is indicated for the acute and maintenance treatment of binge‑eating and vomiting behaviors in adult patients with moderate to severe bulimia nervosa [see clinical studies (14.3)] . the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long‑term usefulness of the drug for the individual patient [see dosage and administration (2.3)] . 1.4 panic disorder fluoxetine is indicated for the acute treatment of panic disorder, with or without agoraphobia, in adult patients [see clinical studies (14.4)] . the effectiveness of fluoxetine in long‑term use, i.e., for more than 12 weeks, has not been established in placebo‑controlled trials. therefore, the physician who elects to use fluoxetine for extended periods should periodically re-evaluate the long‑term usefulness of the drug for the individual patient [see dosage and administration (2.4)] .",fda,no,<major depressive disorder>; <obsessive-compulsive disorder>; <bulimia nervosa>; <panic disorder>,
