Non_proprietary_name,australia,ema,fda,healthcanada,japan,swissmedic,n_unique_drug_names
haemagglutinin-strain a (h1n1); haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h3n2); haemagglutinin-strain b (victoria),,,,['influvac tetra'],,,1
haemagglutinin-strain a (h3n2); haemagglutinin-strain b (victoria); haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h1n1),,,,['afluria tetra'],,,1
haemagglutinin-strain a (h5n1),,,,['arepanrix h5n1'],,,1
haemagglutinin-strain b (victoria); haemagglutinin-strain a (h3n2); haemagglutinin-strain a (h1n1); haemagglutinin-strain b (yamagata),,,,['flucelvax quad'],,,1
haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h1n1); haemagglutinin-strain b (victoria); haemagglutinin-strain a (h3n2),,,,['afluria tetra'],,,1
haemagglutinin-strain b (yamagata); haemagglutinin-strain a (h3n2); haemagglutinin-strain a (h1n1); haemagglutinin-strain b (victoria),,,,['fluzone quadrivalent'],,,1
haemagglutinin-strain b (yamagata); haemagglutinin-strain b (victoria); haemagglutinin-strain a (h1n1); haemagglutinin-strain a (h3n2),,,,['flulaval tetra'],,,1
"haemagglutininum influenzae a (h1n1) (rha), haemagglutininum influenzae a (h3n2) (rha), haemagglutininum influenzae b (rha) (yamagata lineage) and haemagglutininum influenzae b (rha) (victoria lineage)",,,,,,['supemtek'],1
"haemagglutininum influenzae a (h1n1), haemagglutininum influenzae a (h3n2), haemagglutininum influenzae b (victoria), haemagglutininum influenzae b (yamagata)",,,,,,['efluelda'],1
haemophilus influenzae type b polyribose ribitol phosphate and group c meningococcal polysaccharide conjugate vaccine,['menitorix'],,,,,,1
halcinonide,,,['halcinonide'],,,,1
halobetasol propionate,,,"['bryhali', 'duobrii', 'halobetasol propionate', 'halobetasol propionate and tazarotene', 'lexette', 'ultravate']",['bryhali'],,,6
haloperidol,,,['haloperidol'],"['haloperidol injection', 'haloperidol injection, usp']",,,3
haloperidol decanoate,,,['haloperidol decanoate'],,,,1
haloperidol lactate,,,"['haloperidol', 'haloperidol lactate']",,,,2
haptens,,,,"['topical hapten gel', 'topical hapten liquid']",,,2
helium,,,"['helium, usp']",,,,1
helium; oxygen,,,,"['heliox 70/30', 'helium / oxygen mixture', 'helium-oxygen mix gas']",,,3
hemin,,,,['panhematin'],,,1
heparin sodium,['heparin interpharma'],,"['defencath', 'heparin sodium', 'heparin sodium 1,000 units in sodium chloride 0.9% in plastic container; heparin sodium 2,000 units in sodium chloride 0.9% in plastic container', 'heparin sodium preservative free', 'heparin sodium; heparin sodium preservative free']","['heparin sodium injection usp', 'heparin sodium injection usp    (multidose vial-with preservative)', 'heparin sodium injection, usp']",,['heparin sintetica'],10
heparin sodium; dextrose,,,,['heparin sodium 20000units in 5% dextrose inj'],,,1
"hepatitis a vaccine, inactivated",,,,['vaqta'],,,1
"hepatitis a virus, inactivated",,,,"['avaxim', 'havrix 1440', 'havrix 720 junior']",,,3
hepatitis b immunoglobulin (human),,,,"['hepagam b', 'hyperhep b']",,,2
hepatitis b surface antigen,,['prehevbri'],,,,,1
hepatitis b surface antigen (recombinant),,,,"['engerix-b', 'recombivax hb']",,,2
"hepatitis b surface antigen (recombinant); hepatitis a virus, inactivated",,,,"['twinrix', 'twinrix junior']",,,2
"hepatitis b vaccine (rdna, adjuvanted)",,['heplisav'],,,,,1
"hepatitis b vaccine (recombinant, adjuvanted)",,['heplisav b'],,,,,1
"herpes zoster vaccine (recombinant, adjuvanted)",,['shingrix'],,,,,1
hexaminolevulinate hydrochloride,,,['cysview kit'],['cysview'],,,2
hexylresorcinol,,,,['strepsils anaesthetic formula'],,,1
hexylresorcinol; levomenthol,,,,['strepsils extra black cherry'],,,1
histamine (histamine dihydrochloride),,,,['positive skin test control-histamine'],,,1
histamine dihydrochloride,,['ceplene'],,,['allergen scratch extract positive control “torii”'],,2
histidine; dextrose; tryptophan; l-arginine; l-isoleucine; l-phenylalanine; l-tyrosine; l-lysine hydrochloride; l-threonine; l-proline; glycine; l-valine; l-leucine; alanine; methionine; serine,,,,['clinimix'],,,1
histidine; l-threonine; glycine; l-isoleucine; l-phenylalanine hydrochloride; l-arginine; dextrose; l-valine; methionine; l-alanine; l-leucine hydrochloride; l-lysine hydrochloride; tryptophan; l-proline; l-tyrosine,,,,['clinimix'],,,1
histidine; l-valine; glycine; l-tyrosine; l-leucine; serine; l-arginine; tryptophan; methionine; dextrose; l-proline; alanine; l-phenylalanine; l-threonine; l-lysine hydrochloride; l-isoleucine,,,,['clinimix'],,,1
histrelin acetate,,,"['supprelin la', 'vantas']",,,,2
homatropine methylbromide,,,"['homatropine methylbromide and hydrocodone bitartrate', 'hydrocodone bitartrate and homatropine methylbromide']",,,,2
homosalate; avobenzone; octinoxate; octisalate,,,,['smart spf 30 wrinkle correcting cream'],,,1
homosalate; avobenzone; octinoxate; octisalate; octocrylene,,,,['lait solaire corps fps 50+'],,,1
homosalate; avobenzone; octisalate,,,,"['photo regul cream / crème unifying protective face care / soin protecteur visage unificateur spf 25 / fps 25', 'sun ultimate face cream / crème visage', 'watermelon glow dew balm']",,,3
homosalate; avobenzone; octisalate; octocrylene,,,,"['coola classic body spf 50 sunscreen lotion fragrance-free', 'crème solaire visage toucher sec fps 30', 'invisible daily defense body mist sunscreen', 'olay hyaluronic hydrating facial moisturizer with spf', 'sunscreen lotion 30 spf fps', 'sunscreen lotion 50 spf fps', 'ultra sheer dry-touch sunscreen spf 30', 'unseen sunscreen stick']",,,8
homosalate; avobenzone; octocrylene,,,,['haute exigence jour spf 20 multi-intensive'],,,1
homosalate; avobenzone; octocrylene; octisalate,,,,"['coola classic face spf 50 sunscreen lotion fragrance-free', 'olay regenerist spf 30 hydrating collagen peptide 24', 'skin firming retinol moisturizer', 'sport sunscreen lotion spf 30', 'sunthera3 spf 30 sun protection lotion', 'ultra sheer face sunscreen', 'émulsion hydratante visage fps 30']",,,7
homosalate; avobenzone; oxybenzone; octocrylene; octisalate,,,,['degil sun 50 spf fps'],,,1
homosalate; bisoctrizole; avobenzone; octocrylene,,,,['lotion solaire corps fps 30'],,,1
homosalate; drometrizole trisiloxane; octisalate; avobenzone; oxybenzone; octocrylene,,,,['lait solaire corps lotion protectrice corps fps 30'],,,1
homosalate; drometrizole trisiloxane; octisalate; oxybenzone; avobenzone; octocrylene,,,,['spf 60 sport endurance'],,,1
homosalate; octinoxate; octocrylene; octisalate; avobenzone,,,,['spf fps 40 lotion'],,,1
homosalate; octisalate; avobenzone; octocrylene,,,,"['color control oil-free moisturizer broad spectrum spf 30', 'coppertone lotion sunscreen spf 30 sport', 'crème uv protectrice protective uv cream', 'hawaiian sunscreen spf 50+', 'olay complete 15 uva/uvb 365 daily moisturizing lotion with spf broad spectrum spf 15 combination/oily', 'olay complete normal 15 uva/uvb 365 daily moisturizing cream with spf', 'smart tone broad-spectrum sunscreen spf 50', 'sport 50 continuous spray sunscreen ecran solaire en vaporisateur', 'ultra facial cream/crème spf 30', 'urban environment fresh - moisture']",,,10
homosalate; octisalate; drometrizole trisiloxane; octocrylene; avobenzone,,,,['complete sensitive advanced [80 minutes] water/sweat resistant lotion spf 60'],,,1
homosalate; octisalate; octocrylene; avobenzone,,,,"['beyond screen uv serum', 'bright reveal spf50+', 'kids sunscreen lotion spf 50+', 'life brand sunscreen lotion spf 50+', 'olay total effects spf 30', 'premium sunscreen lotion sun bum 50', 'super brightening spf 50 active moisturizer', 'ultra sheer moisturizing face serum sunscreen']",,,8
homosalate; octisalate; octocrylene; ensulizole; drometrizole trisiloxane; avobenzone; bemotrizinol,,,,['face daily uv anti-aging moisturizer'],,,1
homosalate; octisalate; zinc oxide; octocrylene; octinoxate,,,,['facial moisturizing lotion spf 30'],,,1
homosalate; octocrylene; avobenzone,,,,"['extra-firming jour fps/spf 15', 'island sport face sweat resistant sunscreen spritz spf 30', 'island sport sweat resistant sunscreen spritz spf 30']",,,3
homosalate; octocrylene; avobenzone; octisalate,,,,"['banana boat daily protect face sunscreen lotion', 'eucerin complete hydration lotion', 'invisible daily defense face serum sunscreen', 'origins plantscription spf 25 power anti-aging cream', 'protect + hydrate moisturizing sunscreen spf 30', 'silk hydration weightless sunscreen spray spf 30', 'sunscreen lotion 50 spf/fps sport', 'suntouchable whoa glow spf 30 sunscreen', 'unseen sunscreen lip protector']",,,9
homosalate; octocrylene; drometrizole trisiloxane; octisalate; avobenzone,,,,['face anti-shine cream'],,,1
homosalate; octocrylene; octisalate; avobenzone,,,,"['banana boat kids sunscreen lotion roll-on', 'coola classic body spf 30 sunscreen lotion tropical coconut scent', 'coola classic face spf 30 sunscreen lotion cucumber scent', 'coola environmental 360° daily protection spf 18 refreshing water mist sunscreen', 'laneige hydro uv defense ex', 'olay regenerist enhancing uva/uvb lotion with spf 15', 'olay regenerist whip sun protection factor 40', 'prisma protect spf 30', 'rénergie lift multi-action ultra', 'sheer touch leaves skin radiant spf 15', 'sport 30 lotion sunscreen lotion écran solaire', 'toleriane sensitive crème uv']",,,12
homosalate; octocrylene; octisalate; drometrizole trisiloxane; avobenzone,,,,['spf 45 sport clear continuous spray'],,,1
homosalate; oxybenzone; octinoxate,,,,['mary kay cc cream'],,,1
homosalate; oxybenzone; octocrylene; octisalate; avobenzone,,,,['clinique spf 50 face cream'],,,1
homosalate; titanium dioxide; oxybenzone; octocrylene,,,,['uv 50 ecran teinté multi-protection spf 50'],,,1
homosalate; zinc oxide,,,,['daily matte moisturizer spf 30'],,,1
homosalate; zinc oxide; octisalate,,,,['lait famille - visage & corps'],,,1
honey bee venom protein,,,,['hymenoptera venom product - honey bee venom (550 mcg)'],,,1
human adenovirus serotype 26 encoding the sars-cov-2 spike glycoprotein (ad26.cov2-s),,,,,,['covid-19 vaccine janssen'],1
human alpha1-proteinase inhibitor,,['respreeza'],,,,,1
human c1 esterase inhibitor,['berinert'],,,,,,1
human coagulation factor viii / von willebrand factor,,['voncento'],,,,,1
human coagulation factor x,,['coagadex'],,,,,1
human fibrinogen / human thrombin,['veraseal'],"['evarrest', 'evicel', 'raplixa', 'veraseal']",,,,,4
human fibrinogen/human thrombin,['tachosil'],,,,,,1
human hepatitis b immunoglobulin,,"['immunogam', 'zutectra']",,,,,2
human heterologous liver cells,,['heparesc'],,,,,1
human igg1 monoclonal antibody specific for human interleukin-1 alpha,,['nan'],,,,,1
human normal immunoglobulin,"['cutaquig', 'xembify']","['deqsiga', 'flebogammadif', 'hizentra', 'hyqvia', 'privigen']",,,,,7
human papilloma virus (hpv) quadrivalent l1 vlp vaccine,['gardasil'],,,,,,1
human papillomavirus 9-valent vaccine,['gardasil 9'],,,,,,1
"human papillomavirus 9-valent vaccine (recombinant, adsorbed)",,['gardasil 9'],,,,,1
"human papillomavirus 9-valent vaccine, recombinant",['gardasil 9'],,,,,,1
"human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)",,['silgard'],,,,,1
human papillomavirus vaccine types 16 and 18,['cervarix'],,,,,,1
"human papillomavirus vaccine types 16 and 18 (recombinant, as04 adjuvanted)",['cervarix'],,,,,,1
human plasma proteins,,,,['octaplasma'],,,1
human prothrombin complex,['beriplex p/n'],,,,,,1
human-bovine rotavirus reassortant type g1; human-bovine rotavirus reassortant type p1(8); human-bovine rotavirus reassortant type g4; human-bovine rotavirus reassortant type g2; human-bovine rotavirus reassortant type g3,,,,['rotateq'],,,1
hyaluronidase,,,"['amphadase', 'hydase', 'vitrase']",,,,3
hyaluronidase recombinant human,,,['hylenex recombinant'],,,,1
"hyaluronidase, ovine",,['vitragan'],,,,,1
hydralazine hydrochloride,,,"['bidil', 'hydralazine hydrochloride', 'isosorbide dinitrate and hydralazine hydrochloride']","['hydralazine', 'hydralazine hydrochloride injection, usp', 'jamp-hydralazine', 'mint-hydralazine']",,,7
hydrochlorothiazide,,,"['accuretic', 'avalide', 'benicar hct', 'diovan hct', 'dutoprol', 'hydrochlorothiazide', 'hydrochlorothiazide and olmesartan medoxomil', 'hydrochlorothiazide; irbesartan', 'hydrochlorothiazide; valsartan', 'hyzaar', 'inzirqo', 'irbesartan and hydrochlorothiazide', 'irbesartan and hydrochlorothiazide; irbesartan hydrochlorothiazide', 'lisinopril and hydrochlorothiazide', 'losartan potassium and hydrochlorothiazide', 'metoprolol tartrate and hydrochlorothiazide', 'micardis hct', 'microzide', 'moexipril hydrochloride and hydrochlorothiazide', 'olmesartan medoxomil and hydrochlorothiazide', 'quinapril hydrochloride and hydrochlorothiazide', 'telmisartan and hydrochlorothiazide', 'triamterene and hydrochlorothiazide', 'uniretic', 'valsartan and hydrochlorothiazide']","['apo-hydrochlorothiazide', 'hydrochlorothiazide', 'mint-hydrochlorothiazide', 'pms-hydrochlorothiazide']",,,28
hydrochlorothiazide; candesartan cilexetil,,,,"['atacand plus', 'auro-candesartan hct', 'candesartan hct', 'candesartan/hctz', 'jamp candesartan-hct', 'nra-candesartan hctz', 'sandoz candesartan plus', 'teva-candesartan/hctz']",,,8
hydrochlorothiazide; cilazapril (cilazapril monohydrate),,,,"['inhibace plus', 'teva-cilazapril/hctz']",,,2
hydrochlorothiazide; enalapril maleate,,,,['enalapril maleate/hctz'],,,1
hydrochlorothiazide; irbesartan,,,['irbesartan and hydrochlorothiazide; irbesartan; hydrochlorothiazide'],"['avalide', 'irbesartan-hctz', 'irbesartan/hctz', 'pms-irbesartan-hctz', 'sandoz irbesartan hct', 'teva-irbesartan hctz']",,,7
hydrochlorothiazide; irbesartan: hydrochlorothiazide,,,['irbesartan and hydrochlorothiazide; irbesartan; hydrochlorothiazide'],,,,1
hydrochlorothiazide; lisinopril (lisinopril dihydrate),,,,"['lisinopril/hctz (type z)', 'sandoz lisinopril hct', 'teva-lisinopril/hctz (type p)', 'teva-lisinopril/hctz (type z)']",,,4
hydrochlorothiazide; losartan potassium,,,,"['auro-losartan hct', 'hyzaar', 'hyzaar ds', 'losartan/hctz', 'mint-losartan/hctz', 'pms-losartan-hctz', 'sandoz losartan hct ds', 'teva-losartan/hctz']",,,8
hydrochlorothiazide; olmesartan medoxomil,,,,"['ach-olmesartan hctz', 'apo-olmesartan/hctz', 'auro-olmesartan hctz', 'gln-olmesartan hctz', 'nra-olmesartan hctz', 'olmesartan/hctz', 'olmetec plus', 'prz-olmesartan/hctz']",,,8
hydrochlorothiazide; quinapril (quinapril hydrochloride),,,,"['auro-quinapril hctz', 'jamp quinapril / hctz']",,,2
hydrochlorothiazide; ramipril,,,,"['altace hct', 'pms-ramipril-hctz', 'taro-ramipril hctz']",,,3
hydrochlorothiazide; telmisartan,,,,"['ach-telmisartan hctz', 'ag telmisartan-hct', 'auro-telmisartan hctz', 'jamp telmisartan-hct', 'micardis plus', 'nra-telmisartan/hctz', 'telmisartan hctz', 'telmisartan/hctz']",,,8
hydrochlorothiazide; valsartan,,,,"['auro-valsartan hct', 'diovan-hct', 'sandoz valsartan hct', 'teva-valsartan/hctz', 'valsartan hct', 'valsartan-hctz']",,,6
hydrocodone bitartrate,,,"['codamine', 'hydrocodone bitartrate', 'hydrocodone bitartrate and ibuprofen', 'hydrocodone bitartrate and ibuprofen; reprexain', 'hydrocodone bitartrate and pseudoephedrine hydrochloride', 'hydrocodone; hydrocodone bitartrate and ibuprofen', 'hysingla er', 'rezira', 'vantrela er', 'vicoprofen', 'zohydro er']",['pdp-hydrocodone'],,,12
hydrocortisone,,"['alkindi', 'efmody', 'plenadren']","['alkindi sprinkle', 'colocort', 'hydrocortisone', 'khindiv', 'neomycin and polymyxin b sulfates and hydrocortisone', 'oticair']","['auro-hydrocortisone', 'sandoz hydrocortisone']",,,11
hydrocortisone acetate,,,"['hydrocortisone acetate', 'micort-hc']",,,,2
hydrocortisone acetate; zinc sulfate,,,,['anodan-hc 10mg suppositories'],,,1
hydrocortisone butyrate,,,"['hydrocortisone butyrate', 'locoid', 'locoid lipocream']",,,,3
hydrocortisone probutate,,,['pandel'],,,,1
hydrocortisone sodium succinate,,,"['a-hydrocort', 'hydrocortisone sodium succinate']",,,,2
hydrocortisone valerate,,,['hydrocortisone valerate'],"['hydroval cream 0.2%', 'hydroval ointment 0.2%']",,,3
hydrogen peroxide,,,['eskata'],,,,1
hydromorphone hydrochloride,,,"['exalgo', 'hydromorphone hydrochloride', 'palladone']","['apo-hydromorphone', 'hydromorph contin', 'hydromorph contin-controlled release cap - 12mg', 'hydromorph contin-controlled release cap - 18mg', 'hydromorph contin-controlled release cap - 24mg', 'hydromorph contin-controlled release cap - 30mg', 'hydromorph contin-controlled release cap - 3mg', 'hydromorph contin-controlled release cap - 6mg', 'hydromorphone hp 10', 'hydromorphone hp 20', 'hydromorphone hp 50', 'hydromorphone hydrochloride injection', 'hydromorphone hydrochloride injection hp 10', 'hydromorphone hydrochloride injection hp 50', 'hydromorphone hydrochloride injection hp forte', 'hydromorphone hydrochloride injection usp', 'hydromorphone hydrochloride injection, usp']",,,20
hydroquinone,,,,['erfa hydroquinone'],,,1
hydroxocobalamin,,['cyanokit'],['cyanokit'],['cyanokit'],,,1
hydroxycarbamide,,"['siklos', 'xromi']",,,,,2
hydroxychloroquine sulfate,,,"['hydroxychloroquine sulfate', 'sovuna']","['apo-hydroxyquine', 'hydroxychloroquine', 'jamp hydroxychloroquine sulfate', 'mint-hydroxychloroquine', 'nra-hydroxychloroquine']",,,7
hydroxyethyl starch 130/0.4,,,,"['volulyte', 'voluven']",,,2
hydroxyprogesterone caproate,,,['hydroxyprogesterone caproate'],,,,1
hydroxyurea,,,"['hydroxyurea', 'siklos', 'xromi']","['apo-hydroxyurea', 'mylan-hydroxyurea', 'riva-hydroxyurea']",,,6
hydroxyzine hydrochloride,,,['hydroxyzine hydrochloride'],,,,1
hydroxyzine pamoate,,,['hydroxyzine pamoate'],,,,1
hyoscine butylbromide,,,,"['accel-hyoscine', 'hyoscine butylbromide injection', 'hyoscine butylbromide injection bp']",,,3
hypromellose,,,,['genteal'],,,1
hypromellose; glycerine,,,,"['artificial tears', 'visine for dry eye tired eye relief']",,,2
ibalizumab,,['trogarzo'],,,,,1
ibalizumab-uiyk,,,['trogarzo'],,,,1
ibandronate sodium,,,"['boniva', 'ibandronate sodium']",,,,2
ibandronic acid,,"['iasibon', 'ibandronic acid accord', 'ibandronic acid hexal', 'ibandronic acid sandoz', 'ibandronic acid teva']",,,,,5
ibrexafungerp citrate,,,['brexafemme'],,,,1
ibritumomab tiuxetan,,,['zevalin'],,,,1
ibrutinib,,['imbruvica'],"['ibrutinib', 'imbruvica']",['imbruvica'],['imbruvica'],,2
ibuprofen,"['caldolor', 'pedea']","['ibuprofen gen.orph', 'pedea']","['advil cold and sinus', 'advil congestion relief', 'advil liqui-gels; advil migraine liqui-gels', 'caldolor', ""children's advil cold"", ""children's advil; children's advil-flavored"", ""children's advil; junior strength advil"", ""children's elixsure"", ""children's ibuprofen"", ""children's motrin"", ""children's motrin cold"", ""children's motrin; junior strength motrin"", 'combunox', 'ibuprofen', 'ibuprofen and phenylephrine hydrochloride', 'ibuprofen and pseudoephedrine hydrochloride', 'ibuprohm cold and sinus', ""infant's advil; pediatric advil"", 'junior strength advil', 'junior strength ibuprofen', 'junior strength motrin', 'midol liquid gels', 'motrin', 'oxycodone hydrochloride and ibuprofen']","['advil 12 hour', 'advil arthritis pain', 'advil extra strength caplets', 'advil extra strength liqui-gels', 'advil liqui-gels', 'advil mini-gels', 'advil muscle and joint', 'advil pediatric drops', 'advil pediatric drops fever from colds or flu', ""children's advil"", ""children's advil fever from colds or flu"", ""children's ibuprofen suspension"", ""children's motrin"", 'extra strength ibuprofen', 'extra strength ibuprofen liquid capsules', 'extra strength ibuprofen liquid gel capsules', 'ibuprofen', 'ibuprofen 200 mg', 'ibuprofen 400 mg', 'ibuprofen caplets', 'ibuprofen caplets 200 mg', 'ibuprofen extra strength caplets', 'ibuprofen liquid capsules', 'ibuprofen liquid gel capsules', 'ibuprofen liquid gels', 'ibuprofen muscle and joint', 'ibuprofen tablets', 'ibuprofen tablets 200 mg', ""infants' motrin"", 'junior strength advil', 'junior strength advil fever from colds or flu', 'motrin 300mg', 'motrin 400mg', 'motrin liquid gels 200mg', 'motrin liquid gels 400 mg', 'muscle & joint']",,,59
