Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form,Drug_number,dpd_info_url
ORAL,MARKETED,88747,APPROVED,12.03.2013,2013,TARO-LANSOPRAZOLE,SUN PHARMA CANADA INC,Sun,02402629,LANSOPRAZOLE,Small molecule,CAPSULE (DELAYED RELEASE),88747,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88747
ORAL,MARKETED,88749,APPROVED,24.12.2013,2013,ACH-DONEPEZIL,ACCORD HEALTHCARE INC,Accord,02402645,DONEPEZIL HYDROCHLORIDE,Small molecule,TABLET,88749,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88749
ORAL,MARKETED,88750,APPROVED,24.12.2013,2013,ACH-DONEPEZIL,ACCORD HEALTHCARE INC,Accord,02402653,DONEPEZIL HYDROCHLORIDE,Small molecule,TABLET,88750,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88750
ORAL,MARKETED,88760,APPROVED,18.03.2013,2013,APO-ALLOPURINOL,APOTEX INC,Apotex,02402769,ALLOPURINOL,Small molecule,TABLET,88760,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88760
ORAL,MARKETED,88761,APPROVED,18.03.2013,2013,APO-ALLOPURINOL,APOTEX INC,Apotex,02402777,ALLOPURINOL,Small molecule,TABLET,88761,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88761
ORAL,MARKETED,88762,APPROVED,18.03.2013,2013,APO-ALLOPURINOL,APOTEX INC,Apotex,02402785,ALLOPURINOL,Small molecule,TABLET,88762,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88762
INTRAVENOUS,MARKETED,88767,APPROVED,27.02.2013,2013,GEMCITABINE INJECTION,PFIZER CANADA ULC,Pfizer,02402831,GEMCITABINE (GEMCITABINE HYDROCHLORIDE),Small molecule,SOLUTION,88767,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88767
ORAL,MARKETED,88770,APPROVED,06.03.2013,2013,MYRBETRIQ,ASTELLAS PHARMA CANADA INC,Astellas,02402874,MIRABEGRON,Small molecule,TABLET (EXTENDED-RELEASE),88770,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88770
ORAL,MARKETED,88771,APPROVED,06.03.2013,2013,MYRBETRIQ,ASTELLAS PHARMA CANADA INC,Astellas,02402882,MIRABEGRON,Small molecule,TABLET (EXTENDED-RELEASE),88771,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88771
INTRAMUSCULAR,MARKETED,88773,APPROVED,05.03.2013,2013,NIMENRIX,PFIZER CANADA ULC,Pfizer,02402904,MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C; MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A; MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135; TETANUS TOXOID; MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y,Vaccine,KIT; POWDER FOR SOLUTION,88773,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88773
ORAL,MARKETED,88797,APPROVED,19.03.2013,2013,APO-AMITRIPTYLINE,APOTEX INC,Apotex,02403145,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,88797,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88797
ORAL,MARKETED,88798,APPROVED,19.03.2013,2013,APO-AMITRIPTYLINE,APOTEX INC,Apotex,02403153,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,88798,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88798
ORAL,MARKETED,88799,APPROVED,19.03.2013,2013,APO-AMITRIPTYLINE,APOTEX INC,Apotex,02403161,AMITRIPTYLINE HYDROCHLORIDE,Small molecule,TABLET,88799,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88799
INTRAVENOUS,MARKETED,88800,APPROVED,15.03.2013,2013,CISPLATIN INJECTION,TEVA CANADA LIMITED,Teva,02403188,CISPLATIN,Small molecule,SOLUTION,88800,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88800
ORAL,MARKETED,88801,APPROVED,04.11.2014,2014,TEVA-CLARITHROMYCIN XL,TEVA CANADA LIMITED,Teva,02403196,CLARITHROMYCIN,Small molecule,TABLET (EXTENDED-RELEASE),88801,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88801
ORAL,MARKETED,88807,APPROVED,07.03.2013,2013,JENTADUETO,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Boehringer Ingelheim,02403250,METFORMIN HYDROCHLORIDE; LINAGLIPTIN,Small molecule,TABLET,88807,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88807
ORAL,MARKETED,88808,APPROVED,07.03.2013,2013,JENTADUETO,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Boehringer Ingelheim,02403269,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,Small molecule,TABLET,88808,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88808
ORAL,MARKETED,88809,APPROVED,07.03.2013,2013,JENTADUETO,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Boehringer Ingelheim,02403277,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,Small molecule,TABLET,88809,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88809
ORAL,MARKETED,88814,APPROVED,15.03.2013,2013,AURO-LOSARTAN,AURO PHARMA INC,Auro,02403323,LOSARTAN POTASSIUM,Small molecule,TABLET,88814,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88814
ORAL,MARKETED,88815,APPROVED,15.03.2013,2013,AURO-LOSARTAN,AURO PHARMA INC,Auro,02403331,LOSARTAN POTASSIUM,Small molecule,TABLET,88815,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88815
ORAL,MARKETED,88816,APPROVED,15.03.2013,2013,AURO-LOSARTAN,AURO PHARMA INC,Auro,02403358,LOSARTAN POTASSIUM,Small molecule,TABLET,88816,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88816
ORAL,MARKETED,88817,APPROVED,07.03.2013,2013,ROSIGLITAZONE,AA PHARMA INC,AA,02403366,ROSIGLITAZONE (ROSIGLITAZONE MALEATE),Small molecule,TABLET,88817,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88817
ORAL,MARKETED,88818,APPROVED,07.03.2013,2013,ROSIGLITAZONE,AA PHARMA INC,AA,02403374,ROSIGLITAZONE (ROSIGLITAZONE MALEATE),Small molecule,TABLET,88818,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88818
ORAL,MARKETED,88819,APPROVED,07.03.2013,2013,ROSIGLITAZONE,AA PHARMA INC,AA,02403382,ROSIGLITAZONE (ROSIGLITAZONE MALEATE),Small molecule,TABLET,88819,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88819
ORAL,MARKETED,88820,APPROVED,11.03.2013,2013,STIVARGA,BAYER INC,Bayer,02403390,REGORAFENIB,Small molecule,TABLET,88820,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88820
INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,88822,MARKETED,14.08.2013,2013,HUMALOG (KWIKPEN),ELI LILLY CANADA INC,Eli Lilly,02403412,INSULIN LISPRO,Peptides and proteins,SOLUTION,88822,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88822
SUBCUTANEOUS,MARKETED,88823,MARKETED,30.09.2013,2013,HUMALOG MIX 25 (KWIKPEN),ELI LILLY CANADA INC,Eli Lilly,02403420,INSULIN LISPRO; INSULIN LISPRO PROTAMINE SUSPENSION,Peptides and proteins,SUSPENSION,88823,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88823
SUBCUTANEOUS,MARKETED,88824,MARKETED,23.01.2014,2014,HUMALOG MIX 50 (KWIKPEN),ELI LILLY CANADA INC,Eli Lilly,02403439,INSULIN LISPRO; INSULIN LISPRO PROTAMINE SUSPENSION,Peptides and proteins,SUSPENSION,88824,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88824
SUBCUTANEOUS,MARKETED,88825,MARKETED,13.09.2013,2013,HUMULIN N (KWIKPEN),ELI LILLY CANADA INC,Eli Lilly,02403447,INSULIN ISOPHANE HUMAN BIOSYNTHETIC,Peptides and proteins,SUSPENSION,88825,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88825
TOPICAL (HOUSEHOLD),MARKETED,88828,MARKETED,10.07.2013,2013,PURELL SANITIZING WIPES,GOJO CANADA INC,GOJO,02403471,BENZALKONIUM CHLORIDE,Small molecule,WIPE,88828,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88828
HAEMODIALYSIS,MARKETED,88829,MARKETED,26.09.2013,2013,BICART,VANTIVE ULC,Vantive,02403498,SODIUM BICARBONATE,Small molecule,POWDER,88829,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88829
HAEMODIALYSIS,MARKETED,88830,MARKETED,22.10.2013,2013,BICART,VANTIVE ULC,Vantive,02403501,SODIUM BICARBONATE,Small molecule,POWDER,88830,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88830
INTRAVENOUS,MARKETED,88832,MARKETED,29.01.2014,2014,5% DEXTROSE INJECTION,FRESENIUS KABI CANADA LTD,Fresenius,02403536,DEXTROSE (DEXTROSE MONOHYDRATE),Small molecule,SOLUTION,88832,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88832
INTRAMUSCULAR; INTRAVENOUS,MARKETED,88833,APPROVED,11.03.2013,2013,"COLISTIMETHATE FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,Fresenius,02403544,COLISTIN (COLISTIMETHATE SODIUM),Peptides and proteins,POWDER FOR SOLUTION,88833,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88833
TOPICAL,MARKETED,88834,MARKETED,05.06.2013,2013,PREVENTAGE FIRMING DEFENSE CRÈME NORMAL/DRY BROAD SPECTRUM SPF 15,MERLE NORMAN COSMETICS INC,Merle Norman,02403552,AVOBENZONE; OCTOCRYLENE,Small molecule,CREAM,88834,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88834
TOPICAL,MARKETED,88835,MARKETED,17.06.2013,2013,PREVENTAGE FIRMING DEFENSE CRÈME NORMAL/OILY BROAD SPECTRUM SPF 15,MERLE NORMAN COSMETICS INC,Merle Norman,02403560,OCTOCRYLENE; AVOBENZONE,Small molecule,CREAM,88835,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88835
NASAL,MARKETED,88837,APPROVED,15.03.2013,2013,APO-MOMETASONE,APOTEX INC,Apotex,02403587,MOMETASONE FUROATE,Small molecule,"SPRAY, METERED DOSE",88837,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88837
ORAL,MARKETED,88848,APPROVED,26.03.2013,2013,PREGABALIN,SIVEM PHARMACEUTICALS ULC,SIVEM,02403692,PREGABALIN,Small molecule,CAPSULE,88848,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88848
ORAL,MARKETED,88849,APPROVED,26.03.2013,2013,PREGABALIN,SIVEM PHARMACEUTICALS ULC,SIVEM,02403706,PREGABALIN,Small molecule,CAPSULE,88849,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88849
ORAL,MARKETED,88850,APPROVED,26.03.2013,2013,PREGABALIN,SIVEM PHARMACEUTICALS ULC,SIVEM,02403714,PREGABALIN,Small molecule,CAPSULE,88850,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88850
ORAL,MARKETED,88851,APPROVED,26.03.2013,2013,PREGABALIN,SIVEM PHARMACEUTICALS ULC,SIVEM,02403722,PREGABALIN,Small molecule,CAPSULE,88851,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88851
ORAL,MARKETED,88852,APPROVED,26.03.2013,2013,PREGABALIN,SIVEM PHARMACEUTICALS ULC,SIVEM,02403730,PREGABALIN,Small molecule,CAPSULE,88852,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88852
ORAL,MARKETED,88864,APPROVED,26.03.2013,2013,MAR-DOMPERIDONE,MARCAN PHARMACEUTICALS INC,Marcan,02403870,DOMPERIDONE (DOMPERIDONE MALEATE),Small molecule,TABLET,88864,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88864
ORAL,MARKETED,88865,APPROVED,26.07.2017,2017,TEVA-TENOFOVIR,TEVA CANADA LIMITED,Teva,02403889,TENOFOVIR DISOPROXIL FUMARATE,Small molecule,TABLET,88865,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88865
TRANSDERMAL,MARKETED,88866,APPROVED,21.03.2013,2013,NEUPRO,UCB CANADA INC,UCB,02403897,ROTIGOTINE,Small molecule,PATCH,88866,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88866
TRANSDERMAL,MARKETED,88867,APPROVED,21.03.2013,2013,NEUPRO,UCB CANADA INC,UCB,02403900,ROTIGOTINE,Small molecule,PATCH,88867,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88867
TRANSDERMAL,MARKETED,88868,APPROVED,21.03.2013,2013,NEUPRO,UCB CANADA INC,UCB,02403919,ROTIGOTINE,Small molecule,PATCH,88868,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88868
TRANSDERMAL,MARKETED,88869,APPROVED,21.03.2013,2013,NEUPRO,UCB CANADA INC,UCB,02403927,ROTIGOTINE,Small molecule,PATCH,88869,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88869
TRANSDERMAL,MARKETED,88870,APPROVED,21.03.2013,2013,NEUPRO,UCB CANADA INC,UCB,02403935,ROTIGOTINE,Small molecule,PATCH,88870,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88870
TRANSDERMAL,MARKETED,88871,APPROVED,21.03.2013,2013,NEUPRO,UCB CANADA INC,UCB,02403943,ROTIGOTINE,Small molecule,PATCH,88871,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88871
TOPICAL,MARKETED,88879,APPROVED,26.03.2013,2013,XERESE,"BAUSCH HEALTH, CANADA INC.",Bausch,02404044,ACYCLOVIR; HYDROCORTISONE,Small molecule,CREAM,88879,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88879
TOPICAL (HOSPITAL/HC FACILITIES),MARKETED,88890,MARKETED,11.09.2013,2013,3M SOLUPREP SPONGE,3M HEALTHCARE CANADA COMPANY LIMITED,3M,02404125,CHLORHEXIDINE GLUCONATE; ISOPROPYL ALCOHOL,Small molecule,SPONGE,88890,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88890
ORAL,MARKETED,88899,APPROVED,18.07.2014,2014,APO-DUTASTERIDE,APOTEX INC,Apotex,02404206,DUTASTERIDE,Small molecule,CAPSULE,88899,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88899
OPHTHALMIC,MARKETED,88915,APPROVED,28.03.2013,2013,ACT DORZOTIMOLOL,TEVA CANADA LIMITED,Teva,02404389,TIMOLOL (TIMOLOL MALEATE); DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE),Small molecule,SOLUTION,88915,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88915
ORAL,MARKETED,88925,APPROVED,16.04.2013,2013,CLARITIN LIQUID CAPSULES,BAYER INC,Bayer,02404494,LORATADINE,Small molecule,CAPSULE,88925,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88925
ORAL,MARKETED,88926,APPROVED,03.04.2013,2013,TECFIDERA,BIOGEN CANADA INC,Biogen,02404508,DIMETHYL FUMARATE,Small molecule,CAPSULE (DELAYED RELEASE),88926,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88926
ORAL,MARKETED,88927,APPROVED,04.04.2013,2013,FYCOMPA,EISAI LIMITED,Eisai,02404516,PERAMPANEL,Small molecule,TABLET,88927,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88927
ORAL,MARKETED,88928,APPROVED,05.04.2013,2013,FYCOMPA,EISAI LIMITED,Eisai,02404567,PERAMPANEL,Small molecule,TABLET,88928,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88928
ORAL,MARKETED,88929,APPROVED,05.04.2013,2013,FYCOMPA,EISAI LIMITED,Eisai,02404524,PERAMPANEL,Small molecule,TABLET,88929,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88929
ORAL,MARKETED,88930,APPROVED,05.04.2013,2013,FYCOMPA,EISAI LIMITED,Eisai,02404532,PERAMPANEL,Small molecule,TABLET,88930,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88930
ORAL,MARKETED,88931,APPROVED,05.04.2013,2013,FYCOMPA,EISAI LIMITED,Eisai,02404540,PERAMPANEL,Small molecule,TABLET,88931,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88931
ORAL,MARKETED,88932,APPROVED,05.04.2013,2013,FYCOMPA,EISAI LIMITED,Eisai,02404559,PERAMPANEL,Small molecule,TABLET,88932,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88932
ORAL,MARKETED,88948,APPROVED,11.01.2016,2016,APO-RASAGILINE,APOTEX INC,Apotex,02404680,RASAGILINE (RASAGILINE MESYLATE),Small molecule,TABLET,88948,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88948
ORAL,MARKETED,88949,APPROVED,11.01.2016,2016,APO-RASAGILINE,APOTEX INC,Apotex,02404699,RASAGILINE (RASAGILINE MESYLATE),Small molecule,TABLET,88949,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88949
INTRAVENOUS,MARKETED,88956,APPROVED,10.04.2013,2013,GANCICLOVIR FOR INJECTION,FRESENIUS KABI CANADA LTD,Fresenius,02404761,GANCICLOVIR (GANCICLOVIR SODIUM),Small molecule,POWDER FOR SOLUTION,88956,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88956
TOPICAL,MARKETED,88967,MARKETED,28.08.2013,2013,ANTI-AGING COMPLEX EYE TREATMENT BROAD SPECTRUM SPF 15,MERLE NORMAN COSMETICS INC,Merle Norman,02404842,OCTINOXATE; ZINC OXIDE,Other,LOTION,88967,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88967
ORAL,MARKETED,88976,APPROVED,07.01.2016,2016,APO-MOXIFLOXACIN,APOTEX INC,Apotex,02404923,MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE),Small molecule,TABLET,88976,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88976
ORAL,MARKETED,88979,MARKETED,06.10.2014,2014,NEOCITRAN ULTRA STRENGTH TOTAL FLU,HALEON CANADA ULC,Haleon,02404966,DEXTROMETHORPHAN HYDROBROMIDE; ACETAMINOPHEN; PSEUDOEPHEDRINE HYDROCHLORIDE,Small molecule,POWDER FOR SOLUTION,88979,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88979
ORAL,MARKETED,88980,APPROVED,09.04.2013,2013,"NIGHTTIME FLU, COUGH & COLD COMPLETE RELIEF EXTRA STRENGTH",VITA HEALTH PRODUCTS INC,Vita Health,02404974,PSEUDOEPHEDRINE HYDROCHLORIDE; ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE,Small molecule,TABLET,88980,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88980
ORAL,MARKETED,88981,MARKETED,15.08.2013,2013,CEPACOL CHILDREN'S FRUITY STRAWBERRY,RB HEALTH (CANADA) INC.,RB,02404982,AMYLMETACRESOL; DICHLOROBENZYL ALCOHOL,Small molecule,LOZENGE,88981,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88981
INTRAVENOUS,MARKETED,88984,APPROVED,12.04.2013,2013,PERJETA,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02405016,PERTUZUMAB,Biologics,SOLUTION,88984,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88984
INTRAVENOUS,MARKETED,88985,APPROVED,12.04.2013,2013,PERJETA-HERCEPTIN,HOFFMANN-LA ROCHE LIMITED,Hoffmann-La Roche,02405024,TRASTUZUMAB; PERTUZUMAB,Biologics,SOLUTION; POWDER FOR SOLUTION; KIT,88985,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88985
ORAL,MARKETED,88988,APPROVED,12.04.2013,2013,AURO-VALACYCLOVIR,AURO PHARMA INC,Auro,02405040,VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE),Small molecule,TABLET,88988,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88988
ORAL,MARKETED,88989,APPROVED,12.04.2013,2013,AURO-VALACYCLOVIR,AURO PHARMA INC,Auro,02405059,VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE),Small molecule,TABLET,88989,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88989
BUCCAL,MARKETED,88992,APPROVED,15.04.2013,2013,PERIOGARD ALCOHOL FREE,COLGATE-PALMOLIVE CANADA INC,Colgate-Palmolive,02405091,CHLORHEXIDINE GLUCONATE,Small molecule,SOLUTION,88992,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88992
ORAL,MARKETED,88996,APPROVED,22.04.2013,2013,AURO-SIMVASTATIN,AURO PHARMA INC,Auro,02405148,SIMVASTATIN,Small molecule,TABLET,88996,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88996
ORAL,MARKETED,88997,APPROVED,22.04.2013,2013,AURO-SIMVASTATIN,AURO PHARMA INC,Auro,02405172,SIMVASTATIN,Small molecule,TABLET,88997,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88997
ORAL,MARKETED,88998,APPROVED,22.04.2013,2013,AURO-SIMVASTATIN,AURO PHARMA INC,Auro,02405156,SIMVASTATIN,Small molecule,TABLET,88998,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88998
ORAL,MARKETED,88999,APPROVED,22.04.2013,2013,AURO-SIMVASTATIN,AURO PHARMA INC,Auro,02405164,SIMVASTATIN,Small molecule,TABLET,88999,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=88999
ORAL,MARKETED,89000,APPROVED,22.04.2013,2013,AURO-SIMVASTATIN,AURO PHARMA INC,Auro,02405180,SIMVASTATIN,Small molecule,TABLET,89000,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=89000
ORAL,MARKETED,89013,APPROVED,22.07.2013,2013,SANDOZ ALMOTRIPTAN,SANDOZ CANADA INCORPORATED,Sandoz,02405334,ALMOTRIPTAN (ALMOTRIPTAN MALATE),Small molecule,TABLET,89013,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=89013
ORAL,MARKETED,89032,APPROVED,01.05.2013,2013,PREGABALIN,SANIS HEALTH INC,Sanis,02405539,PREGABALIN,Small molecule,CAPSULE,89032,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=89032
ORAL,MARKETED,89033,APPROVED,01.05.2013,2013,PREGABALIN,SANIS HEALTH INC,Sanis,02405547,PREGABALIN,Small molecule,CAPSULE,89033,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=89033
ORAL,MARKETED,89034,APPROVED,01.05.2013,2013,PREGABALIN,SANIS HEALTH INC,Sanis,02405555,PREGABALIN,Small molecule,CAPSULE,89034,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=89034
