Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Marketing_authorisation_holder_extracted,Agency,Indications_and_usage,Origin,Referral,Disease_name(s),DRUG_CODE
anda207065,,levonorgestrel and ethinyl estradiol,ethinyl estradiol,naari pte ltd,,tablet,oral,approved,authorised,17.08.2020,2020,no,,,,pregnancy and childbirth,,,yes,,,naari,FDA,"indications and usage levonorgestrel and ethinyl estradiol tablets are indicated for the prevention of pregnancy in women who elect to use oral-contraceptives as a method of contraception. oral-contraceptives are highly effective. table ii lists the typical accidental pregnancy rates for users of combination oral-contraceptives and other methods of contraception. the efficacy of these contraceptive methods, except sterilization, the iud, and norplant ® system, depends upon the reliability with which they are used. correct and consistent use of methods can result in lower failure rates. table ii: percentage of women experiencing an unintended pregnancy during the first year of typical use and the first year of perfect use of contraception and the percentage continuing use at the end of the first year. united states. % of women experiencing an unintended pregnancy within the first year of use % of women continuing use at one year 3 method typical use 1 perfect use 2 (1) (2) (3) (4) chance 4 85 85 spermicides 5 26 6 40 periodic abstinence 25 63 calendar 9 ovulation method 3 sympto-thermal 6 2 post-ovulation 1 cap 7 parous women 40 26 42 nulliparous women 20 9 56 sponge parous women 40 20 42 nulliparous women 20 9 56 diaphragm 7 20 6 56 withdrawal 19 4 condom 8 female (reality) 21 5 56 male 14 3 61 pill 5 71 progestin only 0.5 combined 0.1 iud progesterone t 2.0 1.5 81 copper t380a 0.8 0.6 78 lng 20 0.1 0.1 81 depo-provera ® 0.3 0.3 70 levonorgestrel implants (norplant ® ) 0.05 0.05 88 female sterilization 0.5 0.5 100 male sterilization 0.15 0.10 100 emergency contraceptive pills: the fda has concluded that certain combined oral-contraceptives containing ethinyl estradiol and norgestrel or levonorgestrel are safe and effective for use as postcoital emergency contraception. treatment initiated within 72 hours after unprotected intercourse reduces the risk of pregnancy by at least 75%. 9 lactation amenorrhea method: lam is a highly effective, temporary method of contraception. 10 source: trussell j. contraceptive efficacy. in: hatcher ra, trussell j, stewart f, cates w, stewart gk, kowel d, guest f. contraceptive technology: seventeenth revised edition. new york ny: irvington publishers; 1998. among typical couples who initiate use of a method (not necessarily for the first time), the percentage who experience an accidental pregnancy during the first year if they do not stop use for any other reason. among couples who initiate use of a method (not necessarily for the first time) and who use it perfectly (both consistently and correctly), the percentage who experience an accidental pregnancy during the first year if they do not stop use for any other reason. among couples attempting to avoid pregnancy, the percentage who continue to use a method for one year. the percents becoming pregnant in columns (2) and (3) are based on data from populations where contraception is not used and from women who cease using contraception in order to become pregnant. among such populations, about 89% become pregnant within one year. this estimate was lowered slightly (to 85%) to represent the percent who would become pregnant within one year among women now relying on reversible methods of contraception if they abandoned contraception altogether. foams, creams, gels, vaginal suppositories, and vaginal film. cervical mucus (ovulation) method supplemented by calendar in the pre-ovulatory and basal body temperature in the post-ovulatory phases. with spermicidal cream or jelly. without spermicides. the treatment schedule is one dose within 72 hours after unprotected intercourse, and a second dose 12 hours after the first dose. the fda has declared the following dosage regimens of oral-contraceptives to be safe and effective for emergency contraception: for tablets containing 50 mcg of ethinyl estradiol and 500 mcg of norgestrel 1 dose is 2 tablets; for tablets containing 20 mcg of ethinyl estradiol and 100 mcg of levonorgestrel 1 dose is 5 tablets; for tablets containing 30 mcg of ethinyl estradiol and 150 mcg of levonorgestrel 1 dose is 4 tablets. however, to maintain effective protection against pregnancy, another method of contraception must be used as soon as menstruation resumes, the frequency or duration of breastfeeds is reduced, bottle feeds are introduced, or the baby reaches 6 months of age. in a clinical trial with levonorgestrel and ethinyl estradiol tablets, 1,477 subjects had 7,720 cycles of use and a total of 5 pregnancies were reported. this represents an overall pregnancy rate of 0.84 per 100 woman-years. this rate includes patients who did not take the drug correctly. one or more pills were missed during 1,479 (18.8%) of the 7,870 cycles; thus all tablets were taken during 6,391 (81.2%) of the 7,870 cycles. of the total 7,870 cycles, a total of 150 cycles were excluded from the calculation of the pearl index due to the use of backup contraception and/or missing 3 or more consecutive pills.",fda,no,not reported,
anda207066,,norethindrone and ethinyl estradiol and ferrous fumarate,ethinyl estradiol,naari pte ltd,,tablet,oral,approved,authorised,29.03.2017,2017,no,,,,,,,yes,,,naari,FDA,,fda,no,,
anda207259,,norethindrone acetate and ethinyl estradiol,ethinyl estradiol,xiromed,,tablet,oral,approved,discontinued,27.12.2016,2016,no,,,,,,,yes,,,xiromed,FDA,,fda,no,,
anda207260,,norethindrone acetate and ethinyl estradiol,ethinyl estradiol,xiromed,,tablet,oral,approved,discontinued,02.02.2017,2017,no,,,,,,,yes,,,not reported,FDA,,fda,no,,
anda207504,,aurovela 24 fe,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,authorised,15.06.2017,2017,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda207505,,aurovela fe 1/20,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,authorised,16.06.2017,2017,no,,,,pregnancy and childbirth,,,yes,,,aurobindo,FDA,"indications and usage aurovela fe 1/20 is indicated for the prevention of pregnancy in women who elect to use oral contraceptives as a method of contraception. oral contraceptives are highly effective. table i lists the typical accidental pregnancy rates for users of combination oral contraceptives and other methods of contraception. the efficacy of these contraceptive methods, except sterilization, depends upon the reliability with which they are used. correct and consistent use of methods can result in lower failure rates. table 1 lowest expected and typical failure rates during the first year of continuous use of a method % of women experiencing an unintended pregnancy in the first year of continuous use method lowest expected* typical** (no contraception) (85) (85) oral contraceptives 3 combined 0.1 n/a*** progestin only 0.5 n/a*** diaphragm with spermicidal cream or jelly 6 20 spermicides alone (foam, creams, gels, vaginal suppositories, and vaginal film) 6 26 vaginal sponge nulliparous 9 20 parous 20 40 implant 0.05 0.05 injection: depot medroxyprogesterone acetate 0.3 0.3 iud progesterone t 1.5 2 copper t 380a 0.6 0.8 lng 20 0.1 0.1 condom without spermicides female 5 21 male 3 14 cervical cap with spermicidal cream or jelly nulliparous 9 20 parous 26 40 periodic abstinence (all methods) 1 to 9 25 withdrawal 4 19 female sterilization 0.5 0.5 male sterilization 0.1 0.15 adapted from ra hatcher et al, reference 7. * the authors’ best guess of the percentage of women expected to experience an accidental pregnancy among couples who initiate a method (not necessarily for the first time) and who use it consistently and correctly during the first year if they do not stop for any other reason. ** this term represents “typical” couples who initiate use of a method (not necessarily for the first time), who experience an accidental pregnancy during the first year if they do not stop use for any other reason. *** n/a--data not available.",fda,no,not reported,
anda207506,,aurovela 1/20,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,authorised,16.06.2017,2017,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda207514,,norethindrone acetate and ethinyl estradiol and ferrous fumarate,ethinyl estradiol,amneal pharms,,tablet,oral,approved,discontinued,11.09.2017,2017,no,,,,pregnancy and childbirth,,,yes,,,amneal,FDA,"1 indications and usage melodetta™ 24 fe is indicated for use by females of reproductive age to prevent pregnancy [see clinical studies (14) ] . the efficacy of melodetta 24 fe in women with a body mass index (bmi) of more than 35 kg/m 2 has not been evaluated. melodetta™ 24 fe is an estrogen/progestin coc indicated for use by women to prevent pregnancy (1) the efficacy in women with a body mass index of more than 35 kg/m 2 has not been evaluated (1, 8.8)",fda,no,not reported,
anda207535,,nexesta fe,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,authorised,02.02.2017,2017,no,,,,pregnancy and childbirth,,,yes,,,aurobindo,FDA,1 indications and usage nexesta fe is indicated for use by females of reproductive potential to prevent pregnancy. nexesta fe is a progestin/estrogen coc indicated for use by females of reproductive potential to prevent pregnancy. ( 1 ),fda,no,not reported,
anda207577,,veraring,ethinyl estradiol,dr reddys labs sa,,ring,vaginal,approved,discontinued,09.12.2021,2021,no,,,,,,,yes,,,dr reddys,FDA,,fda,no,,
anda207580,,aurovela fe 1.5/30,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,authorised,15.06.2017,2017,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda207581,,aurovela 1.5/30,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,authorised,26.06.2017,2017,no,,,,,,,yes,,,aurobindo,FDA,,fda,no,,
anda207585,,rhuzdah,ethinyl estradiol,aurobindo pharma,,tablet,oral,approved,discontinued,11.10.2022,2022,no,,,,pregnancy and childbirth,,,yes,,,aurobindo,FDA,"indications and usage oral contraceptives are indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception. oral contraceptives are highly effective. table 1 lists the typical accidental pregnancy rates for users of combination oral contraceptives and other methods of contraception. the efficacy of these contraceptive methods, except sterilization, depends upon the reliability with which they are used. correct and consistent use of methods can result in lower failure rates. table 1 lowest expected and typical failure rates during the first year of continuous use of a method reproduced with permission of the population council from j. trussell, et. al: contraceptive failure in the united states: an update. studies in family planning, 21(1), january-february 1990. *the authors’ best guess of the percentage of women expected to experience an accidental pregnancy among couples who initiate a method (not necessarily for the first time) and who use it consistently and correctly during the first year if they do not stop for any reason other than pregnancy. **this term represents “typical” couples who initiate use of a method (not necessarily for the first time), who experience an accidental pregnancy during the first year if they do not stop use for any reason other than pregnancy. ***combined typical rate for both combined and progestin only. #combined typical rate for both medicated and nonmedicated iud. % of women experiencing an accidental pregnancy in the first year of continuous use method lowest expected* typical** (no contraception) oral contraceptives combined progestin only diaphragm with spermicidal cream or jelly spermicides alone (foam, creams, jellies and vaginal suppositories) vaginal sponge nulliparous multiparous iud condom without spermicides periodic abstinence (all methods) injectable progestogen implants 6 capsules 2 rods female sterilization male sterilization (85) 0.1 0.5 6 3 6 9 0.8 to 2 2 1 to 9 0.3 to 0.4 0.04 0.03 0.2 0.1 (85) 3*** 3*** 18 21 18 28 3# 12 20 0.3 to 0.4 0.04 0.03 0.4 0.15",fda,no,not reported,
anda208639,,norethindrone acetate and ethinyl estradiol and ferrous fumarate,ethinyl estradiol,apotex,,tablet,oral,approved,discontinued,21.03.2018,2018,no,,,,,,,yes,,,apotex,FDA,,fda,no,,
anda208661,,lo larin fe,ethinyl estradiol,novast labs ltd,,tablet,oral,conditional marketing authorisation,none (conditional marketing authorisation),20.12.2016,2016,no,,,,,,,yes,,,novast,FDA,,fda,no,,
anda209031,,hailey fe 1.5/30,ethinyl estradiol,glenmark speclt,,tablet,oral,approved,authorised,05.06.2018,2018,no,,,,,,,yes,,,glenmark,FDA,,fda,no,,
anda209297,,hailey 1.5/30,ethinyl estradiol,glenmark speclt,,tablet,oral,approved,authorised,05.06.2018,2018,no,,,,pregnancy and childbirth,,,yes,,,glenmark,FDA,"indications and usage hailey 1.5/30 is indicated for the prevention of pregnancy in women who elect to use oral contraceptives as a method of contraception. oral contraceptives are highly effective. table 1 lists the typical accidental pregnancy rates for users of combination oral contraceptives and other methods of contraception. the efficacy of these contraceptive methods, except sterilization, depends upon the reliability with which they are used. correct and consistent use of methods can result in lower failure rates. table 1 lowest expected and typical failure rates during the first year of continuous use of a method % of women experiencing an unintended pregnancy in the first year of continuous use method lowest expected* typical** (no contraception) (85) (85) oral contraceptives combined progestin only 0.1 0.5 3 n/a*** n/a*** diaphragm with spermicidal cream or jelly 6 20 spermicides alone (foam, creams, gels, vaginal suppositories, and vaginal film) 6 26 vaginal sponge nulliparous parous 9 20 20 40 implant 0.05 0.05 injection: depot medroxyprogesterone acetate 0.3 0.3 iud progesterone t copper t 380a lng 20 1.5 0.6 0.1 2 0.8 0.1 condom without spermicides female male 5 3 21 14 cervical cap with spermicidal cream or jelly nulliparous parous 9 26 20 40 periodic abstinence (all methods) 1 to 9 25 withdrawal 4 19 female sterilization 0.5 0.5 male sterilization 0.1 0.15 adapted from ra hatcher et al, reference 7.",fda,no,not reported,
anda209547,,malmorede,ethinyl estradiol,novast labs,,tablet,oral,approved,authorised,25.07.2018,2018,no,,,,,,,yes,,,novast,FDA,,fda,no,,
anda209548,,lo-malmorede,ethinyl estradiol,novast labs,,tablet,oral,approved,authorised,11.02.2019,2019,no,,,,,,,yes,,,novast,FDA,,fda,no,,
