Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
Beractant,Survanta intratracheal suspension,1986-05-02 00:00:00,Treatment of neonatal respiratory distress syndrome,Designated/Approved,,,"Treatment of (""rescue"") of premature infants with RDS confirmed by x-ray and requiring mechanical ventilation",1991-01-07 00:00:00,1998-01-07 00:00:00,,Ross Laboratories,625 Cleveland Avenue,,Columbus,Ohio,' 43215 ' ,United States,10885.0
Beractant,Survanta intratracheal suspension,1986-05-02 00:00:00,Treatment of neonatal respiratory distress syndrome,Designated/Approved,,,Prevention of RDS (hyaline membrane disease) in premature infants less than 1250 grams birthweight or with evidence of surfactant deficiency,1991-02-07 00:00:00,1998-02-07 00:00:00,,Ross Laboratories,625 Cleveland Avenue,,Columbus,Ohio,' 43215 ' ,United States,10885.0
beremagene geperpavec-svdt,Vyjuvek,2017-02-11 00:00:00,Treatment of dystrophic epidermolysis bullosa,Designated/Approved,,,treatment of wounds in patients 6 months of age and older with dystrophic epidermolysis bullosa (DEB) with mutation(s) in the collagen type VII alpha 1 chain (COL7A1) gene,05/19/2023,05/19/2030,treatment of wounds in patients 6 months of age and older with dystrophic epidermolysis bullosa (DEB) with mutation(s) in the collagen type VII alpha 1 chain (COL7A1) gene,"Krystal Biotech, Inc.",2100 Wharton Street,Suite 701,Pittsburgh,Pennsylvania,' 15203 ' ,United States,558816.0
betibeglogene autotemcel,Zynteglo,03/18/2013,Treatment of B-thalassemia major and intermedia,Designated/Approved,,,Treatment of adult and pediatric patients with beta-thalassemia who require regular red blood cell (RBC) transfusions,08/17/2022,08/17/2029,Treatment of adult and pediatric patients with beta-thalassemia who require regular red blood cell (RBC) transfusions,"bluebird bio, Inc.",455 Grand Union Blvd,,Somerville,Massachusetts,' 02145 ' ,United States,390513.0
bicarbonate infusate,Normocarb HF,2005-09-08 00:00:00,Use in the management of patients undergoing continuous renal replacement therapy with hemofiltration,Designated/Approved,,,Use as a replacement solution in Continuous Renal Replacement Therapy (CRRT) to replace water and to correct electrolytes and acid-base imbalances in adults and children,07/26/2006,07/26/2013,,"Dialysis Solutions, Inc.",14 Emmett Place,,Whitby,,' ' ,Canada,198904.0
botulinum toxin type A,Botox,1991-06-12 00:00:00,Treatment of dynamic muscle contracture in pediatric cerebral palsy patients,Designated/Approved,,,BOTOX is indicated for the treatment of upper limb spasticity in pediatric patients 2 to 17 years of age.,06/20/2019,06/20/2026,For the treatment of upper limb spasticity in pediatric cerebral palsy patients 2 to 17 years of age,"Allergan, Inc.",2525 Dupont Drive,T1-2A,Irvine,California,' 92623 ' ,United States,56591.0
Botulinum toxin type A,Botox,03/22/1984,Treatment of strabismus and blepharospasms,Designated/Approved,,,Treatment of strabismus associated with dystonia in adults (patients 12 years of age and above),12/29/1989,12/29/1996,,"Allergan, Inc.",2525 Dupont Drive,P.O. Box 19534,Irvine,California,' 92713 ' ,United States,483.0
Botulinum toxin type A,Botox,08/20/1986,Treatment of cervical dystonia.,Designated/Approved,,,Treatment of cervical dystonia in adults to decrease the severity of abnormal head position and neck pain associated with cervical dystonia.,12/21/2000,12/21/2007,,"Allergan, Inc.",2525 Dupont Drive,P.O. Box 19534,Irvine,California,' 92623 ' ,United States,9885.0
Botulinum toxin type A,Botox,03/22/1984,Treatment of strabismus and blepharospasms,Designated/Approved,,,Treatment of blepharospasm associated with dystonia in adults (patients 12 years of age and above),12/30/1989,12/30/1996,,"Allergan, Inc.",2525 Dupont Drive,P.O. Box 19534,Irvine,California,' 92713 ' ,United States,483.0
"botulism antitoxin heptavalent (A, B, C, D, E, F, G) (Equine)",,06/29/2011,Treatment of botulism.,Designated/Approved,,,"Treatment of symptomatic botulism following documented or suspected exposure to botulinum neurotoxin (BoNT) serotypes A, B, C, D, E, F or G in adults and pediatric patients.",03/22/2013,03/22/2020,"Treatment of symptomatic botulism following documented or suspected exposure to botulinum neurotoxin serotypes A, B, C, D, E, F, or G in adults and pediatric patients",Cangene Corporation,155 Innovation Drive,,Winnipeg,,' ' ,Canada,345011.0
Botulism immune globulin,BabyBIG,01/31/1989,Treatment of infant botulism.,Designated/Approved,,,Indicated for treatment of infant botulism caused by type A or type B Clostridium botulinum.,10/23/2003,10/23/2010,,California Department of Public Health,"850 Marina Bay Parkway, E-361",,Richmond,California,' 94804 ' ,United States,34488.0
brexucabtagene autoleucel,Tecartus,04/20/2016,Treatment of acute lymphoblastic leukemia,Designated/Approved,,,Treatment of adult patients with relapsed or refractory B-cell precursor acute lymphomblastic leukemia (ALL),2021-01-10 00:00:00,2028-01-10 00:00:00,Treatment of adult patients with relapsed or refractory B-cell precursor acute lymphomblastic leukemia (ALL),"Kite Pharma, Inc.",2225 Colorado Avenue,,Santa Monica,California,' 90404 ' ,United States,515815.0
brexucabtagene autoleucel,TECARTUS,04/28/2016,Treatment of mantle cell lymphoma,Designated/Approved,,,TECARTUS is indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL),07/24/2020,07/24/2027,TECARTUS is indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL),"Kite Pharma, Inc.",199 E Blaine St,,Seattle,Washington,' 98102 ' ,United States,515715.0
Brilliant Blue G Ophthalmic Solution 0.025%,DORC ILM-Blue,07/31/2012,For use as an aid in ophthalmic surgery by selectively staining the internal limiting membrane,Designated/Approved,,,TissueBlue (Brilliant Blue G Ophthalmic Solution) 0.025% is indicated to selectively stain the internal limiting membrane (ILM).,12/20/2019,12/20/2026,Indicated to selectively stain the internal limiting membrane (ILM),Dutch Ophthalmic Research Center International BV,P.O. Box 43,,Zuidland,,' ' ,Netherlands,341811.0
C1 esterase inhibitor (human),Berinert,10/16/1992,Prevention and/or treatment of acute attacks of hereditary angioedema.,Designated/Approved,,,Treatment of acute attacks of hereditary angioedema.,2009-08-10 00:00:00,2016-08-10 00:00:00,,CSL Behring LLC,1020 First Avenue,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,67592.0
C1 esterase inhibitor (human),Cinryze,07/16/2004,Treatment of angioedema,Designated/Approved,,,"CINRYZE is a C1 esterase inhibitor indicated for routine prophylaxis against angioedema attacks in adults, adolescents and pediatric patients (6 years old and above) with Hereditary Angioedema (HAE).",06/20/2018,06/20/2025,CINRYZE (C1 esterase inhibitor [human]) is indicated for routine prophylaxis against angioedema attacks in pediatric patients ages 6-11 with Hereditary Angioedema (HAE).,"Takeda Development Center Americas, Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,185804.0
C1 esterase inhibitor (human),Cinryze,07/16/2004,Treatment of angioedema,Designated/Approved,,,Routine prophylaxis against angioedema attacks in patients with Hereditary Angioedema (HAE),2008-10-10 00:00:00,2015-10-10 00:00:00,,"Takeda Development Center Americas, Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,185804.0
C1 esterase inhibitor subcutaneous (human),Haegarda,10/16/1992,Prevention and/or treatment of acute attacks of hereditary angioedema.,Designated/Approved,,,HAEGARDA is a plasma-derived concentrate of C1 Esterase Inhibitor (Human) (C1-INH) indicated for routine prophylaxis to prevent Hereditary Angioedema (HAE) attacks in patients 6 years of age and older,09/24/2020,,,CSL Behring LLC,1020 First Avenue,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,67592.0
C1 esterase inhibitor subcutaneous (human),Haegarda,10/16/1992,Prevention and/or treatment of acute attacks of hereditary angioedema.,Designated/Approved,,,For routine prophylaxis to prevent Hereditary Angioedema (HAE) attacks in adolescent and adult patients.,06/22/2017,06/22/2024,For routine prophylaxis to prevent Hereditary Angioedema (HAE) attacks in adolescent and adult patients.,CSL Behring LLC,1020 First Avenue,PO Box 61501,King of Prussia,Pennsylvania,' 19406 ' ,United States,67592.0
C1-esterase inhibitor (recombinant),RUCONEST,02/23/1999,Treatment of (acute attacks of) angioedema caused by hereditary or acquired C1-esterase inhibitor deficiency.,Designated/Approved,,,Treatment of acute attacks of hereditary angioedema (HAE) in adult and adolescent patients.,07/16/2014,07/16/2021,Treatment of acute attacks of hereditary angioedema (HAE) in adult and adolescent patients.,Pharming Group N.V.,P. O. Box 451 Darwinweg 24,,Leiden,,' ' ,Netherlands,123599.0
Calcium acetate,Phos-Lo,12/22/1988,Treatment of hyperphosphatemia in end stage renal failure.,Designated/Approved,,,,1990-10-12 00:00:00,1997-10-12 00:00:00,,Fresenius Medical Care North America,920 Winter Street,,Waltham,Massachusetts,' 02451 ' ,United States,31588.0
calfactant,Infasurf,1985-07-06 00:00:00,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.,Designated/Approved,,,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.,1998-01-07 00:00:00,,,ONY Biotech Inc.,1576 Sweet Home Road,,Amherst,New York,' 14228 ' ,United States,6285.0
canakinumab,,07/31/2017,Treatment of adult-onset Still's Disease,Designated/Approved,,,"ILARIS is indicated for the treatment of active Stills disease, including Adult-Onset Stills Disease (AOSD) and Systemic Juvenile Idiopathic Arthritis (SJIA) in patients aged 2 years and older.",06/16/2020,06/16/2027,For the treatment of active adult-onset Stills Disease (AOSD).,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,591317.0
capmatinib,,03/15/2019,Treatment of non-small cell lung cancer with MET genomic tumor aberrations,Designated/Approved,,,Tabrecta (capmatinib) is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test.,2020-06-05 00:00:00,2027-06-05 00:00:00,For the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test.,Novartis Pharmaceuticals Corp.,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,644518.0
Centruroides immune F(ab)2,Anascorp,2000-12-06 00:00:00,Treatment of scorpion envenomations requiring medical attention.,Designated/Approved,,,Treatment of clinical signs of scorpion envenomation,2011-04-08 00:00:00,2018-04-08 00:00:00,,"Rare Disease Therapeutics, Inc.",12975 Brookprinter Drive,Suite 170,Poway,California,' 92064 ' ,United States,135900.0
ciltacabtagene autoleucel,Carvykti,2019-01-02 00:00:00,Treatment of multiple myeloma (MM),Designated/Approved,,,"Treatment of adult patients with relapsed or refractory multiple myeloma, after four or more prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody",02/28/2022,02/28/2029,"Treatment of adult patients with relapsed or refractory multiple myeloma, after four or more prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody","Janssen Research & Development, LLC",920 US Highway 202,,Raritan,New Jersey,' 08869 ' ,United States,672118.0
ciltacabtagene autoleucel,Carvykti,2019-01-02 00:00:00,Treatment of multiple myeloma (MM),Designated/Approved,,,"treatment of adult patients with relapsed or refractory multiple myeloma, who have received at least 1 prior line of therapy, including a proteasome inhibitor and an immunomodulatory agent, and are refractory to lenalidomide",2024-05-04 00:00:00,2031-05-04 00:00:00,"treatment of adult patients with relapsed or refractory multiple myeloma, who have received 1, 2, or 3 prior lines of therapy, including a proteasome inhibitor and an immunomodulatory agent, and are refractory to lenalidomide, or who have received 4 or more prior lines of therapy, including a proteasome inhibitor and an immunomodulatory agent, but not including an anti-CD38 monoclonal antibody, and are refractory to lenalidomide","Janssen Research & Development, LLC",920 US Highway 202,,Raritan,New Jersey,' 08869 ' ,United States,672118.0
cipaglucosidase alfa-atga and miglustat,Pombiliti and Opfolda,09/13/2017,Treatment of Pompe disease,Designated/Approved,,,"in combination with Opfolda, for the treatment of adult patients with late-onset Pompe disease (lysosomal acid alpha-glucosidase [GAA] deficiency) weighing greater than or equal to 40 kg and who are not improving on their current enzyme replacement therapy (ERT)",09/28/2023,,,"Amicus Therapeutics, Inc.",47 Hulfish Street,,Princeton,New Jersey,' 08542 ' ,United States,601617.0
cipaglucosidase alfa-atga and miglustat,Pombiliti and Opfolda,09/13/2017,Treatment of Pompe disease,Designated/Approved,,,"in combination with Pombiliti, for the treatment of adult patients with late-onset Pompe disease (lysosomal acid alpha-glucosidase [GAA] deficiency) weighing greater than or equal to 40 kg and who are not improving on their current enzyme replacement therapy (ERT)",09/28/2023,,,"Amicus Therapeutics, Inc.",47 Hulfish Street,,Princeton,New Jersey,' 08542 ' ,United States,601617.0
"Citric acid, glucono-delta-lactone and magnesium carbonate",Renacidin Irrigation,08/28/1989,Treatment of renal and bladder calculi of the apatite or struvite variety.,Designated/Approved,,,,1990-02-10 00:00:00,1997-02-10 00:00:00,,"United-Guardian, Inc.",P.O. Box 2500,,Smithtown,New York,' 11787 ' ,United States,40189.0
Cladribine,Leustatin Injection,11/15/1990,Treatment of hairy cell leukemia.,Designated/Approved,,,,02/26/1993,02/26/2000,,R. W. Johnson Pharmaceutical Research Institute,"Route 202, P.O. Box 300",,Raritan,New Jersey,' 08869 ' ,United States,51690.0
Coagulation factor IX,Mononine,06/27/1989,Replacement treatment and prophylaxis of the hemorrhagic complications of hemophilia B.,Designated/Approved,,,"Prevention and control of bleeding in factor IX deficiency, also known as hemophilia B or Christmas disease.",08/20/1992,08/20/1999,,Armour Pharmaceutical Company,"500 Arcola Road, P.O. Box 1200",,Collegeville,Pennsylvania,' 19426 ' ,United States,36189.0
Coagulation Factor IX (human),AlphaNine,1990-05-07 00:00:00,"For use as replacement therapy in patients with hemophilia B for the prevention and control of bleeding episodes, and during surgery to correct defective hemostasis.",Designated/Approved,,,,12/31/1990,12/31/1997,,Alpha Therapeutic Corporation,5555 Valley Boulevard,,Los Angeles,California,' 90032 ' ,United States,45890.0
Coagulation Factor IX (recombinant),BeneFix,1994-03-10 00:00:00,Treatment of hemophilia B,Designated/Approved,,,"For the control and prevention of hemorrhagic episodes in patients with hemophilia B (congenital factor IX deficiency and Christmas disease), including control and prevention of bleeding in surgical settings.",1997-11-02 00:00:00,2004-11-02 00:00:00,,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",235 E. 42nd St 219/9/1,,New York,New York,' 10017 ' ,United States,82294.0
Coagulation Factor IX (recombinant),BeneFix,1994-03-10 00:00:00,Treatment of hemophilia B,Designated/Approved,,,Routine prophylaxis to reduce the frequency of bleeding episodes in adults and children with hemophilia B (congenital factor IX deficiency or Christmas disease),2021-05-10 00:00:00,,,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",235 E. 42nd St 219/9/1,,New York,New York,' 10017 ' ,United States,82294.0
Coagulation Factor IX (recombinant),BeneFix,1994-03-10 00:00:00,Treatment of hemophilia B,Designated/Approved,,,Routine prophylaxis to reduce the frequency of bleeding episodes in patients 16 years of age and older with hemophilia B (congenital factor IX deficiency or Christmas disease).,06/26/2020,,,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",235 E. 42nd St 219/9/1,,New York,New York,' 10017 ' ,United States,82294.0
"Coagulation factor IX (recombinant), Fc fusion protein",ALPROLIX,10/30/2008,Control and prevention of hemorrhagic episodes in patients with hemophilia B (congenital factor IX deficiency or Christmas disease),Designated/Approved,,,"Adults and children with Hemophilia B for control and prevention of bleeding episodes, perioperative management, and routine prophylaxis to prevent or reduce the frequency of bleeding episodes.",03/28/2014,03/28/2021,"Adults and children with Hemophilia B for control and prevention of bleeding episodes, perioperative management, and routine prophylaxis to prevent or reduce the frequency of bleeding episodes.","Bioverativ Therapeutics, Inc.",225 2nd Avenue,,Waltham,Massachusetts,' 02451 ' ,United States,261508.0
"Coagulation Factor IX (Recombinant), GlycoPEGylated",Rebinyn,03/18/2013,Routine prophylactic administration for prevention of bleeding in patients with hemophilia B (Christmas disease),Designated/Approved,,,Routine prophylaxis to reduce the frequency of bleeding episodes in adults and children with hemophilia B (congenital Factor IX deficiency),07/29/2022,,,"Novo Nordisk, Inc.",100 College Road West,,Princeton,,' 08540 ' ,United States,276509.0
