,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Indication_approved_extracted,Application_date,Application_year,Document_name,Indication_approved,Indication_requested,Indication_requested_extracted,Procedure_number,Referral_body,Dataset
7170,ANDA078048,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,KVK TECH,TABLET,ORAL,Approved,28.02.2011,2011.0,authorised,yes,No,KVK,Small molecule,,,,,,,,,,,No,FDA
7171,ANDA078050,ONDANSETRON,ONDANSETRON,SANDOZ,tablet,ORAL,Approved,13.08.2007,2007.0,authorised,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
7172,ANDA078052,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,06.08.2007,2007.0,authorised,yes,No,Fresenius,Small molecule,,,,,,,,,,,No,FDA
7173,ANDA078053,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,RANBAXY LABS LTD,CONCENTRATE,ORAL,conditional marketing authorisation,30.11.2006,2006.0,Discontinued,yes,No,Ranbaxy,Small molecule,,,,,,,,,,,No,FDA
7174,ANDA078055,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,SUN PHARM INDS LTD,TABLET,ORAL,Approved,23.04.2007,2007.0,Discontinued,yes,No,SUN,Small molecule,,,,,,,,,,,No,FDA
7175,ANDA078056,ALPRAZOLAM,ALPRAZOLAM,ACTAVIS ELIZABETH,tablet,ORAL,Approved,13.02.2007,2007.0,authorised,yes,No,Actavis,Small molecule,,,,,,,,,,,No,FDA
7176,ANDA078057,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,IMPAX LABS,capsule,ORAL,conditional marketing authorisation,16.10.2007,2007.0,None (conditional marketing authorisation),yes,No,Impax,Small molecule,,,,,,,,,,,No,FDA
7177,ANDA078058,ANASTROZOLE,ANASTROZOLE,TEVA PHARMS,TABLET,ORAL,Approved,28.06.2010,2010.0,authorised,yes,No,Teva,Small molecule,,,,,,,,,,,No,FDA
7178,ANDA078060,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE,CHARTWELL MOLECULES,TABLET,ORAL,Approved,25.01.2007,2007.0,authorised,yes,No,Chartwell,Small molecule,Infectious and parasitic diseases; Diseases of the respiratory system; Diseases of the ear and mastoid process; Diseases of the genitourinary system,"<Urinary Tract Infections>; <Otitis Media>; <Bronchitis, Chronic>; <Shigellosis>; <Pneumonia, Pneumocystis>; <Diarrhea, Traveler's>","<Urinary Tract Infections>; <Otitis Media>; <Bronchitis, Chronic>; <Shigellosis>; <Pneumonia, Pneumocystis>; <Diarrhea, Traveler's>",,,,"INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of sulfamethoxazole and trimethoprim tablets and other antibacterial drugs, sulfamethoxazole and trimethoprim tablets should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to empiric selection of therapy. Urinary Tract Infections: For the treatment of urinary tract infections due to susceptible strains of the following organisms: Escherichia coli , Klebsiella species, Enterobacter species, Morganella morganii , Proteus mirabilis and Proteus vulgaris . It is recommended that initial episodes of uncomplicated urinary tract infections be treated with a single effective antibacterial agent rather than the combination. Acute Otitis Media: For the treatment of acute otitis media in pediatric patients due to susceptible strains of Streptococcus pneumoniae or Haemophilus influenzae when in the judgment of the physician sulfamethoxazole and trimethoprim offers some advantage over the use of other antimicrobial agents. To date, there are limited data on the safety of repeated use of sulfamethoxazole and trimethoprim in pediatric patients under two years of age. Sulfamethoxazole and trimethoprim is not indicated for prophylactic or prolonged administration in otitis media at any age. Acute Exacerbations of Chronic Bronchitis in Adults: For the treatment of acute exacerbations of chronic bronchitis due to susceptible strains of Streptococcus pneumoniae or Haemophilus influenzae when a physician deems that sulfamethoxazole and trimethoprim could offer some advantage over the use of a single antimicrobial agent. Shigellosis: For the treatment of enteritis caused by susceptible strains of Shigella flexneri and Shigella sonnei when antibacterial therapy is indicated. Pneumocystis jirovecii Pneumonia: For the treatment of documented Pneumocystis jirovecii pneumonia and for prophylaxis against P. jirovecii pneumonia in individuals who are immunosuppressed and considered to be at an increased risk of developing P. jirovecii pneumonia. Traveler's Diarrhea in Adults: For the treatment of traveler's diarrhea due to susceptible strains of enterotoxigenic E. coli .",,,,No,FDA
7179,ANDA078061,LINEZOLID,LINEZOLID,TEVA PHARMS USA,TABLET,ORAL,Approved,18.05.2015,2015.0,Discontinued,yes,No,Teva,Small molecule,,,,,,,,,,,No,FDA
7180,ANDA078062,CIPROFLOXACIN,CIPROFLOXACIN,BAXTER HLTHCARE CORP,INJECTABLE,INJECTION,Approved,29.04.2008,2008.0,authorised,yes,No,Baxter,Small molecule,,,,,,,,,,,No,FDA
7181,ANDA078064,EFAVIRENZ,EFAVIRENZ,AUROBINDO PHARMA,CAPSULE,ORAL,Approved,15.12.2017,2017.0,authorised,yes,No,Aurobindo,Small molecule,Infectious and parasitic diseases,<Acquired Immunodeficiency Syndrome>,<Acquired Immunodeficiency Syndrome>,,,,1 INDICATIONS AND USAGE Efavirenz capsules in combination with other antiretroviral agents are indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. Efavirenz is a non-nucleoside reverse transcriptase inhibitor indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. ( 1 ),,,,No,FDA
7182,ANDA078065,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,NORTEC DEV ASSOC,capsule,ORAL,Approved,26.01.2007,2007.0,authorised,yes,No,NORTEC,Small molecule,,,,,,,,,,,No,FDA
7183,ANDA078066,CALCITRIOL,CALCITRIOL,LONG GROVE PHARMS,INJECTABLE,INJECTION,Approved,29.01.2008,2008.0,authorised,yes,No,Long Grove,Small molecule,,,,,,,,,,,No,FDA
7184,ANDA078067,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,SANDOZ,INJECTABLE,SUBCUTANEOUS,Approved,06.02.2009,2009.0,Discontinued,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
7185,ANDA078069,OXCARBAZEPINE,OXCARBAZEPINE,BRECKENRIDGE PHARM,TABLET,ORAL,Approved,11.01.2008,2008.0,authorised,yes,No,Breckenridge,Small molecule,,,,,,,,,,,No,FDA
7186,ANDA078070,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE,NORVIUM BIOSCIENCE,TABLET,ORAL,Approved,24.05.2010,2010.0,Discontinued,yes,No,Norvium,Small molecule,,,,,,,,,,,No,FDA
7187,ANDA078071,RISPERIDONE,RISPERIDONE,AMNEAL,TABLET,ORAL,Approved,17.06.2009,2009.0,authorised,yes,No,Amneal,Small molecule,,,,,,,,,,,No,FDA
7188,ANDA078072,CETIRIZINE HYDROCHLORIDE ALLERGY; CETIRIZINE HYDROCHLORIDE HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,TARO,TABLET,ORAL,Approved,22.07.2009,2009.0,authorised,yes,No,Taro,Small molecule,,,,,,,,,,,No,FDA
7189,ANDA078073,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,TEVA PHARMS,SOLUTION,OPHTHALMIC,conditional marketing authorisation,14.05.2009,2009.0,None (conditional marketing authorisation),yes,No,Teva,Small molecule,,,,,,,,,,,No,FDA
7190,ANDA078075,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,SANDOZ,solution; drops,OPHTHALMIC,Approved,30.01.2008,2008.0,authorised,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
7191,ANDA078076,ADENOSINE,ADENOSINE,RISING,INJECTABLE,INJECTION,Approved,31.10.2008,2008.0,authorised,yes,No,RISING,Small molecule,,,,,,,,,,,No,FDA
7192,ANDA078079,CICLOPIROX,CICLOPIROX,TEVA PHARMS,SOLUTION,TOPICAL,Approved,18.09.2007,2007.0,Discontinued,yes,No,Teva,Small molecule,,,,,,,,,,,No,FDA
7193,ANDA078080,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,TEVA PHARMS,TABLET,ORAL,Approved,31.12.2007,2007.0,Discontinued,yes,No,Teva,Small molecule,,,,,,,,,,,No,FDA
7194,ANDA078081,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,31.01.2008,2008.0,Discontinued,yes,No,SUN,Small molecule,,,,,,,,,,,No,FDA
7195,ANDA078083,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,GLIPIZIDE,ESJAY PHARMA,TABLET,ORAL,Approved,12.04.2007,2007.0,Discontinued,yes,No,ESJAY,Small molecule,,,,,,,,,,,No,FDA
7196,ANDA078084,METRONIDAZOLE IN PLASTIC CONTAINER,METRONIDAZOLE,BAXTER HLTHCARE CORP,INJECTABLE,INJECTION,Approved,31.03.2008,2008.0,authorised,yes,No,Baxter,Small molecule,,,,,,,,,,,No,FDA
7197,ANDA078085,METOPROLOL TARTRATE,METOPROLOL TARTRATE,HOSPIRA,INJECTABLE,INJECTION,Approved,29.04.2008,2008.0,authorised,yes,No,Hospira,Small molecule,,,,,,,,,,,No,FDA
7198,ANDA078086,DEFEROXAMINE MESYLATE,DEFEROXAMINE MESYLATE,HIKMA,INJECTABLE,INJECTION,Approved,30.05.2007,2007.0,authorised,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
7199,ANDA078087,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,ANCHEN PHARMS,capsule,ORAL,Approved,16.03.2012,2012.0,Discontinued,yes,No,Anchen,Small molecule,,,,,,,,,,,No,FDA
7200,ANDA078088,ALPRAZOLAM,ALPRAZOLAM,ENDO OPERATIONS,tablet,ORAL,Approved,09.01.2009,2009.0,authorised,yes,No,Endo,Small molecule,,,,,,,,,,,No,FDA
7201,ANDA078090,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,30.06.2008,2008.0,authorised,yes,No,Fresenius,Small molecule,,,,,,,,,,,No,FDA
7202,ANDA078092,ALBUTEROL SULFATE,ALBUTEROL SULFATE,RISING,tablet,ORAL,Approved,29.01.2007,2007.0,Discontinued,yes,No,RISING,Small molecule,,,,,,,,,,,No,FDA
7203,ANDA078095,ZALEPLON,ZALEPLON,UPSHER SMITH LABS,CAPSULE,ORAL,Approved,06.06.2008,2008.0,Discontinued,yes,No,Upsher Smith,Small molecule,,,,,,,,,,,No,FDA
7204,ANDA078096,GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,GRANISETRON HYDROCHLORIDE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,30.06.2008,2008.0,authorised,yes,No,Fresenius,Small molecule,,,,,,,,,,,No,FDA
7205,ANDA078098,TECHNETIUM TC 99M SESTAMIBI,TECHNETIUM TC-99M SESTAMIBI KIT,CURIUM,INJECTABLE,INJECTION,Approved,22.09.2008,2008.0,authorised,yes,No,Curium,Other,,,,,,,,,,,No,FDA
7206,ANDA078099,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,IMPAX LABS,TABLET,ORAL,Approved,27.08.2009,2009.0,authorised,yes,No,Impax,Small molecule,,,,,,,,,,,No,FDA
7207,ANDA078101,LEVETIRACETAM,LEVETIRACETAM,TEVA PHARMS,TABLET,ORAL,Approved,15.01.2009,2009.0,Discontinued,yes,No,Teva,Small molecule,,,,,,,,,,,No,FDA
7208,ANDA078102,MELOXICAM,MELOXICAM,TARO,TABLET,ORAL,Approved,07.11.2006,2006.0,authorised,yes,No,Taro,Small molecule,,,,,,,,,,,No,FDA
7209,ANDA078103,SIMVASTATIN,SIMVASTATIN,LUPIN,TABLET,ORAL,Approved,11.05.2007,2007.0,authorised,yes,No,Lupin,Small molecule,,,,,,,,,,,No,FDA
7210,ANDA078104,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,PERRIGO PHARMA INTL,spray,NASAL,Approved,30.07.2009,2009.0,authorised,yes,No,Perrigo,Small molecule,,,,,,,,,,,No,FDA
7211,ANDA078105,ALBUTEROL SULFATE,ALBUTEROL SULFATE,CHARTWELL MOLECULAR,SYRUP,ORAL,Approved,27.12.2006,2006.0,authorised,yes,No,Chartwell,Small molecule,,,,,,,,,,,No,FDA
7212,ANDA078106,LEVETIRACETAM,LEVETIRACETAM,PRINSTON INC,TABLET,ORAL,Approved,10.02.2009,2009.0,authorised,yes,No,PRINSTON,Small molecule,,,,,,,,,,,No,FDA
7213,ANDA078107,FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE,HIKMA,INJECTABLE,INJECTION,Approved,30.07.2008,2008.0,authorised,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
7214,ANDA078108,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,SUN PHARM INDS (IN),TABLET,ORAL,Approved,06.02.2007,2007.0,Discontinued,yes,No,SUN,Small molecule,,,,,,,,,,,No,FDA
7215,ANDA078109,OLANZAPINE,OLANZAPINE,STRIDES PHARMA,tablet,ORAL,Approved,24.10.2011,2011.0,authorised,yes,No,Strides,Small molecule,,,,,,,,,,,No,FDA
7216,ANDA078110,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,PRINSTON INC,TABLET,ORAL,Approved,05.05.2008,2008.0,authorised,yes,No,Prinston,Small molecule,Diseases of the nervous system,<Parkinson Disease>; <Restless Legs Syndrome>,<Parkinson Disease>; <Restless Legs Syndrome>,,,,"1 INDICATIONS AND USAGE Ropinirole tablets are a non-ergoline dopamine agonist indicated for the treatment of Parkinson’s disease (PD) and moderate-to-severe primary Restless Legs Syndrome (RLS). ( 1.1 , 1.2 ) 1.1 Parkinson’s Disease Ropinirole tablets are indicated for the treatment of Parkinson's disease. 1.2 Restless Legs Syndrome Ropinirole tablets are indicated for the treatment of moderate-to-severe primary Restless Legs Syndrome (RLS).",,,,No,FDA
7217,ANDA078112,DIDANOSINE,DIDANOSINE,AUROBINDO PHARMA,solution,ORAL,Approved,08.03.2007,2007.0,Discontinued,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
7218,ANDA078113,MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE,HIKMA,INJECTABLE,INJECTION,Approved,21.05.2008,2008.0,authorised,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
7219,ANDA078114,CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN,BEDFORD,INJECTABLE,INJECTION,Approved,18.03.2008,2008.0,Discontinued,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
7220,ANDA078115,CARBAMAZEPINE,CARBAMAZEPINE,TARO,tablet,ORAL,Approved,31.03.2009,2009.0,authorised,yes,No,Taro,Small molecule,,,,,,,,,,,No,FDA
7221,ANDA078116,RISPERIDONE,RISPERIDONE,SANDOZ,tablet,ORAL,Approved,22.12.2009,2009.0,authorised,yes,No,Sandoz,Small molecule,,,,,,,,,,,No,FDA
7222,ANDA078119,ABACAVIR SULFATE,ABACAVIR SULFATE,CIPLA,TABLET,ORAL,Approved,21.11.2017,2017.0,authorised,yes,No,Cipla,Small molecule,,,,,,,,,,,No,FDA
7223,ANDA078122,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,PLIVA LACHEMA,INJECTABLE,INJECTION,Approved,31.10.2008,2008.0,Discontinued,yes,No,PLIVA,Small molecule,,,,,,,,,,,No,FDA
7224,ANDA078124,CICLOPIROX,CICLOPIROX,RISING,SOLUTION,TOPICAL,Approved,18.09.2007,2007.0,authorised,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
7225,ANDA078126,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,APOTEX INC,INJECTABLE,INJECTION,Approved,06.08.2007,2007.0,Discontinued,yes,No,Apotex,Small molecule,,,,,,,,,,,No,FDA
7226,ANDA078127,ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,PHARM ASSOC,SOLUTION,ORAL,Approved,25.06.2007,2007.0,Discontinued,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
7227,ANDA078128,ZIDOVUDINE,ZIDOVUDINE,AUROBINDO PHARMA LTD,CAPSULE,ORAL,Approved,27.03.2006,2006.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
7228,ANDA078129,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,HIKMA,TABLET,ORAL,Approved,30.04.2008,2008.0,Discontinued,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
7229,ANDA078131,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,PURACAP PHARM,TABLET,ORAL,Approved,04.09.2007,2007.0,Discontinued,yes,No,PURACAP,Small molecule,,,,,,,,,,,No,FDA
7230,ANDA078132,IBUPROFEN,IBUPROFEN,NORTHSTAR HLTHCARE,TABLET,ORAL,Approved,10.09.2007,2007.0,Discontinued,yes,No,NORTHSTAR,Small molecule,,,,,,,,,,,No,FDA
7231,ANDA078133,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE,SUN PHARM INDUSTRIES,TABLET,ORAL,Approved,10.06.2013,2013.0,Discontinued,yes,No,SUN,Small molecule,,,,,,,,,,,No,FDA
7232,ANDA078134,LAMOTRIGINE,LAMOTRIGINE,HIKMA PHARMS,TABLET,ORAL,Approved,19.04.2011,2011.0,Discontinued,yes,No,Hikma,Small molecule,,,,,,,,,,,No,FDA
7233,ANDA078137,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,WOCKHARDT,INJECTABLE,INJECTION,Approved,06.08.2007,2007.0,authorised,yes,No,Wockhardt,Small molecule,,,,,,,,,,,No,FDA
7234,ANDA078138,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,ANI PHARMS,TABLET,ORAL,Approved,10.11.2009,2009.0,Discontinued,yes,No,ANI,Small molecule,,,,,,,,,,,No,FDA
7235,ANDA078139,ONDANSETRON,ONDANSETRON,NORVIUM BIOSCIENCE,tablet,ORAL,Approved,25.06.2007,2007.0,Discontinued,yes,No,Norvium,Small molecule,,,,,,,,,,,No,FDA
