Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form
ORAL,MARKETED,66492,APPROVED,09.08.2000,2000,TARO-WARFARIN,TARO PHARMACEUTICALS INC,Taro,02242697,WARFARIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,66502,MARKETED,17.08.2000,2000,AROMASIN,PFIZER CANADA ULC,Pfizer,02242705,EXEMESTANE,Small molecule,TABLET
SUBCUTANEOUS,MARKETED,66518,MARKETED,01.04.2001,2001,ALLERGY CANADA ALLERGEN EXTRACT - ALUM PRECIPITATED,ALLERGY CANADA LTD,ALLERGY,02242713,ALLERGEN EXTRACT - ALUM PRECIPITATED,Biologics,LIQUID
ORAL,MARKETED,66535,APPROVED,31.08.2000,2000,TEVA-DOXAZOSIN,TEVA CANADA LIMITED,Teva,02242728,DOXAZOSIN (DOXAZOSIN MESYLATE),Small molecule,TABLET
ORAL,MARKETED,66536,APPROVED,31.08.2000,2000,TEVA-DOXAZOSIN,TEVA CANADA LIMITED,Teva,02242729,DOXAZOSIN (DOXAZOSIN MESYLATE),Small molecule,TABLET
ORAL,MARKETED,66537,APPROVED,31.08.2000,2000,TEVA-DOXAZOSIN,TEVA CANADA LIMITED,Teva,02242730,DOXAZOSIN (DOXAZOSIN MESYLATE),Small molecule,TABLET
ORAL,MARKETED,66543,APPROVED,16.11.2000,2000,TERBINAFINE-250,PRO DOC LIMITEE,PRO DOC,02242735,TERBINAFINE (TERBINAFINE HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,66576,APPROVED,30.08.2000,2000,RILUTEK,SANOFI-AVENTIS CANADA INC,Sanofi-Aventis,02242763,RILUZOLE,Small molecule,TABLET
OPHTHALMIC,MARKETED,66582,APPROVED,12.06.2001,2001,VISINE FOR ALLERGY WITH ANTIHISTAMINE,JOHNSON & JOHNSON INC,Johnson & Johnson,02242764,PHENIRAMINE MALEATE; NAPHAZOLINE HYDROCHLORIDE,Small molecule,DROPS
ORAL,MARKETED,66606,APPROVED,07.09.2000,2000,RIVA-METFORMIN,LABORATOIRE RIVA INC.,Riva,02242783,METFORMIN HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,66607,APPROVED,11.09.2000,2000,MYLAN-ACYCLOVIR,MYLAN PHARMACEUTICALS ULC,Mylan,02242784,ACYCLOVIR,Small molecule,TABLET
INTRAVENOUS; SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,66635,MARKETED,31.05.2008,2008,SCOPOLAMINE HYDROBROMIDE INJECTION,OMEGA LABORATORIES LIMITED,OMEGA,02242810,SCOPOLAMINE HYDROBROMIDE,Small molecule,LIQUID
SUBCUTANEOUS; INTRAMUSCULAR; INTRAVENOUS,MARKETED,66636,MARKETED,08.07.2008,2008,SCOPOLAMINE HYDROBROMIDE INJECTION,OMEGA LABORATORIES LIMITED,Omega,02242811,SCOPOLAMINE HYDROBROMIDE,Small molecule,LIQUID
INTRAVENOUS,MARKETED,66643,APPROVED,01.09.2000,2000,SIMULECT,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02242815,BASILIXIMAB,Biologics,POWDER FOR SOLUTION
ORAL,MARKETED,66647,APPROVED,12.10.2000,2000,ALLEGRA 24 HOUR,SANOFI CONSUMER HEALTH INC,Sanofi,02242819,FEXOFENADINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,66649,APPROVED,24.04.2001,2001,SANDOZ CYCLOSPORINE,SANDOZ CANADA INCORPORATED,Sandoz,02242821,CYCLOSPORINE,Peptides and proteins,CAPSULE
ORAL,MARKETED,66667,APPROVED,20.09.2000,2000,APO-LITHIUM CARBONATE,APOTEX INC,Apotex,02242837,LITHIUM CARBONATE,Small molecule,CAPSULE
ORAL,MARKETED,66668,APPROVED,20.09.2000,2000,APO-LITHIUM CARBONATE,APOTEX INC,Apotex,02242838,LITHIUM CARBONATE,Small molecule,CAPSULE
TOPICAL,MARKETED,66672,APPROVED,12.12.2000,2000,DIGISAN E FOAM HAND SANITIZER,ECOLAB CO,ECOLAB,02242842,BENZALKONIUM CHLORIDE,Small molecule,LIQUID
TOPICAL,MARKETED,66676,MARKETED,15.11.2000,2000,DIGICLEAN ANTIBACTERIAL FOAM HAND SOAP,ECOLAB CO,ECOLAB,02242846,TRICLOSAN,Small molecule,LIQUID
TOPICAL,MARKETED,66677,APPROVED,12.12.2000,2000,DIGICLEAN E FOAM HAND SOAP,ECOLAB CO,ECOLAB,02242847,CHLOROXYLENOL,Small molecule,LIQUID
ORAL,MARKETED,66699,APPROVED,20.09.2000,2000,XYLAC,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Pharmascience,02242868,LOXAPINE (LOXAPINE SUCCINATE),Small molecule,TABLET
ORAL,MARKETED,66725,MARKETED,12.03.2001,2001,DIUREX WATER CAPLETS,"ALVA-AMCO PHARMACAL COMPANIES, LLC",ALVA-AMCO,02242893,PAMABROM,Small molecule,TABLET
INTRAVENOUS; INTRAMUSCULAR,MARKETED,66736,APPROVED,24.10.2000,2000,MIDAZOLAM INJECTION,FRESENIUS KABI CANADA LTD,Fresenius,02242904,MIDAZOLAM,Small molecule,SOLUTION
INTRAVENOUS; INTRAMUSCULAR,MARKETED,66737,APPROVED,24.10.2000,2000,MIDAZOLAM INJECTION,FRESENIUS KABI CANADA LTD,Fresenius,02242905,MIDAZOLAM,Small molecule,SOLUTION
ORAL,MARKETED,66740,APPROVED,05.10.2000,2000,APO-AZATHIOPRINE,APOTEX INC,Apotex,02242907,AZATHIOPRINE,Small molecule,TABLET
ORAL,MARKETED,66754,APPROVED,17.10.2000,2000,MYLAN-HYDROXYUREA,MYLAN PHARMACEUTICALS ULC,Mylan,02242920,HYDROXYUREA,Small molecule,CAPSULE
ORAL,MARKETED,66762,MARKETED,16.10.2000,2000,APO-WARFARIN,APOTEX INC,Apotex,02242924,WARFARIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,66763,MARKETED,16.10.2000,2000,APO-WARFARIN,APOTEX INC,Apotex,02242925,WARFARIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,66764,MARKETED,16.10.2000,2000,APO-WARFARIN,APOTEX INC,Apotex,02242926,WARFARIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,66765,MARKETED,16.10.2000,2000,APO-WARFARIN,APOTEX INC,Apotex,02242927,WARFARIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,66766,MARKETED,16.10.2000,2000,APO-WARFARIN,APOTEX INC,Apotex,02242928,WARFARIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,66767,MARKETED,16.10.2000,2000,APO-WARFARIN,APOTEX INC,Apotex,02242929,WARFARIN SODIUM,Small molecule,TABLET
INTRAMUSCULAR; INTRAVENOUS,MARKETED,66810,APPROVED,28.11.2000,2000,AMIKACIN SULFATE INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,02242971,AMIKACIN (AMIKACIN SULFATE),Small molecule,LIQUID
INTRAVENOUS,MARKETED,66820,APPROVED,30.11.2000,2000,ANTIZOL,ENDO OPERATIONS LTD.,Endo,02242980,FOMEPIZOLE,Small molecule,LIQUID
TOPICAL,MARKETED,66824,APPROVED,17.11.2000,2000,HYDROVAL CREAM 0.2%,"TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",Taro,02242984,HYDROCORTISONE VALERATE,Small molecule,CREAM
TOPICAL,MARKETED,66825,APPROVED,17.11.2000,2000,HYDROVAL OINTMENT 0.2%,"TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.",Taro,02242985,HYDROCORTISONE VALERATE,Small molecule,OINTMENT
ORAL,MARKETED,66827,APPROVED,24.11.2000,2000,DIAMICRON MR,SERVIER CANADA INC,Servier,02242987,GLICLAZIDE,Small molecule,TABLET (EXTENDED-RELEASE)
INTRAUTERINE,MARKETED,66845,APPROVED,24.11.2000,2000,MIRENA,BAYER INC,Bayer,02243005,LEVONORGESTREL,Small molecule,INSERT (EXTENDED-RELEASE)
ORAL,MARKETED,66907,APPROVED,17.11.2000,2000,ZOMIG RAPIMELT,XEDITON PHARMACEUTICALS INC,Xediton,02243045,ZOLMITRIPTAN,Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,66915,APPROVED,19.12.2000,2000,PEPCID COMPLETE,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Johnson & Johnson,02243053,CALCIUM CARBONATE; FAMOTIDINE; MAGNESIUM HYDROXIDE,Small molecule,TABLET (CHEWABLE)
INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,66943,APPROVED,04.03.1999,1999,HUMATROPE,ELI LILLY CANADA INC,Lilly,02243077,DILUENT; SOMATROPIN,Peptides and proteins,LIQUID; POWDER FOR SOLUTION
INTRAMUSCULAR; SUBCUTANEOUS,MARKETED,66944,APPROVED,04.03.1999,1999,HUMATROPE,ELI LILLY CANADA INC,Eli Lilly,02243078,SOMATROPIN; DILUENT,Peptides and proteins,POWDER FOR SOLUTION; LIQUID
SUBCUTANEOUS; INTRAMUSCULAR,MARKETED,66945,APPROVED,04.03.1999,1999,HUMATROPE,ELI LILLY CANADA INC,Eli Lilly,02243079,SOMATROPIN; DILUENT,Peptides and proteins,LIQUID; POWDER FOR SOLUTION
ORAL,MARKETED,66953,APPROVED,01.12.2000,2000,ZYPREXA ZYDIS,CHEPLAPHARM REGISTRATION GMBH,CHEPLAPHARM,02243086,OLANZAPINE,Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,66954,APPROVED,01.12.2000,2000,ZYPREXA ZYDIS,CHEPLAPHARM REGISTRATION GMBH,CHEPLAPHARM,02243087,OLANZAPINE,Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,66955,APPROVED,01.12.2000,2000,ZYPREXA ZYDIS,CHEPLAPHARM REGISTRATION GMBH,CHEPLAPHARM,02243088,OLANZAPINE,Small molecule,TABLET (ORALLY DISINTEGRATING)
ORAL,MARKETED,66956,APPROVED,01.12.2000,2000,ZYPREXA ZYDIS,CHEPLAPHARM REGISTRATION GMBH,CHEPLAPHARM,02243089,OLANZAPINE,Small molecule,TABLET (ORALLY DISINTEGRATING)
INTRAVENOUS; HAEMODIALYSIS,MARKETED,66962,APPROVED,16.11.2000,2000,PRISMASOL 0,VANTIVE ULC,Vantive,02243095,SODIUM BICARBONATE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; LACTIC ACID; CALCIUM CHLORIDE,Small molecule,SOLUTION
ORAL,MARKETED,66964,APPROVED,08.12.2000,2000,LIPITOR,BGP PHARMA ULC,BGP,02243097,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET
INTRAVENOUS; ORAL; INHALATION,MARKETED,66965,APPROVED,11.12.2000,2000,ACETYLCYSTEINE SOLUTION,SANDOZ CANADA INCORPORATED,Sandoz,02243098,ACETYLCYSTEINE,Small molecule,SOLUTION
INHALATION,MARKETED,66984,APPROVED,30.11.2000,2000,VENTOLIN DISKUS,GLAXOSMITHKLINE INC,GlaxoSmithKline,02243115,SALBUTAMOL (SALBUTAMOL SULFATE),Small molecule,POWDER
ORAL,MARKETED,66985,APPROVED,22.12.2000,2000,TRIMETHOPRIM TABLETS,AA PHARMA INC,AA,02243116,TRIMETHOPRIM,Small molecule,TABLET
ORAL,MARKETED,66986,APPROVED,22.12.2000,2000,TRIMETHOPRIM TABLETS,AA PHARMA INC,AA,02243117,TRIMETHOPRIM,Small molecule,TABLET
ORAL,MARKETED,67015,APPROVED,08.01.2001,2001,PROGRAF,ASTELLAS PHARMA CANADA INC,Astellas,02243144,TACROLIMUS,Small molecule,CAPSULE
TOPICAL,MARKETED,67033,APPROVED,11.12.2000,2000,CLINDOXYL GEL,GLAXOSMITHKLINE INC,GlaxoSmithKline,02243158,CLINDAMYCIN (CLINDAMYCIN PHOSPHATE); BENZOYL PEROXIDE,Small molecule,GEL
INTRAVENOUS,MARKETED,67049,APPROVED,28.12.2000,2000,DEFINITY,LANTHEUS MI CANADA INC,Lantheus,02243173,PERFLUTREN,Other,SUSPENSION
INTRAVENOUS,MARKETED,67055,MARKETED,09.04.2002,2002,"MANNITOL INJECTION, USP",FRESENIUS KABI CANADA LTD,Fresenius,02243176,MANNITOL,Small molecule,SOLUTION
ORAL,MARKETED,67060,APPROVED,11.01.2001,2001,AA-FENO-MICRO,AA PHARMA INC,AA,02243180,FENOFIBRATE,Small molecule,CAPSULE
ORAL,MARKETED,67127,APPROVED,05.01.2001,2001,RAPAMUNE,PFIZER CANADA ULC,Pfizer,02243237,SIROLIMUS,Small molecule,SOLUTION
INTRAVENOUS; SUBCUTANEOUS,MARKETED,67133,MARKETED,24.08.2005,2005,EPREX STERILE SOLUTION,JANSSEN INC,Janssen,02243239,EPOETIN ALFA,Biologics,SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,67176,APPROVED,25.01.2001,2001,LORAZEPAM INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,02243278,LORAZEPAM,Small molecule,SOLUTION
ORAL,MARKETED,67215,APPROVED,23.02.2001,2001,TEVA-NAPROXEN EC,TEVA CANADA LIMITED,Teva,02243312,NAPROXEN,Small molecule,TABLET (ENTERIC-COATED)
ORAL,MARKETED,67216,APPROVED,23.02.2001,2001,TEVA-NAPROXEN EC,TEVA CANADA LIMITED,Teva,02243313,NAPROXEN,Small molecule,TABLET (ENTERIC-COATED)
ORAL,MARKETED,67217,APPROVED,23.02.2001,2001,TEVA-NAPROXEN EC,TEVA CANADA LIMITED,Teva,02243314,NAPROXEN,Small molecule,TABLET (ENTERIC-COATED)
ORAL,MARKETED,67227,APPROVED,08.02.2001,2001,APO-PROPAFENONE,APOTEX INC,Apotex,02243324,PROPAFENONE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,67228,APPROVED,08.02.2001,2001,APO-PROPAFENONE,APOTEX INC,Apotex,02243325,PROPAFENONE HYDROCHLORIDE,Small molecule,TABLET
TOPICAL,MARKETED,67232,MARKETED,19.06.2001,2001,CETAPHIL DAILY FACIAL MOISTURIZER SPF 15,GALDERMA CANADA INC,Galderma,02243329,AVOBENZONE; OCTOCRYLENE,Small molecule,LOTION
INTRAVENOUS,MARKETED,67236,APPROVED,30.01.2001,2001,FERRLECIT,SANOFI-AVENTIS CANADA INC,Sanofi-Aventis,02243333,IRON (SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION),Other,SOLUTION
ORAL,MARKETED,67257,APPROVED,23.02.2001,2001,APO-AMOXI CLAV,APOTEX INC,Apotex,02243350,AMOXICILLIN (AMOXICILLIN TRIHYDRATE); CLAVULANIC ACID (CLAVULANATE POTASSIUM),Small molecule,TABLET
ORAL,MARKETED,67258,APPROVED,23.02.2001,2001,APO-AMOXI CLAV,APOTEX INC,Apotex,02243351,AMOXICILLIN (AMOXICILLIN TRIHYDRATE); CLAVULANIC ACID (CLAVULANATE POTASSIUM),Small molecule,TABLET
SUBCUTANEOUS; INTRAVENOUS,MARKETED,67308,MARKETED,01.07.2002,2002,EPREX STERILE SOLUTION 5000IU/0.5ML,JANSSEN INC,Janssen,02243400,EPOETIN ALFA,Biologics,SOLUTION
INTRAVENOUS; SUBCUTANEOUS,MARKETED,67309,MARKETED,20.02.2001,2001,EPREX STERILE SOLUTION 6000 IU/0.6 ML,JANSSEN INC,Janssen,02243401,EPOETIN ALFA,Biologics,SOLUTION
INTRAVENOUS; SUBCUTANEOUS,MARKETED,67311,MARKETED,20.02.2001,2001,EPREX STERILE SOLUTION 8000 IU/0.8 ML,JANSSEN INC,Janssen,02243403,EPOETIN ALFA,Biologics,SOLUTION
INTRAVENOUS,MARKETED,67329,MARKETED,31.05.2001,2001,POTASSIUM CHLORIDE IN LACTATED RINGER'S INJECTION,BAXTER CORPORATION,Baxter,02243421,SODIUM LACTATE; SODIUM CHLORIDE; CALCIUM CHLORIDE; POTASSIUM CHLORIDE,Small molecule,LIQUID
ORAL,MARKETED,67334,APPROVED,15.02.2001,2001,PMS-ZOPICLONE,PHARMASCIENCE INC,Pharmascience,02243426,ZOPICLONE,Small molecule,TABLET
ORAL,APPROVED,67356,MARKETED,23.02.2001,2001,PMS-GABAPENTIN,PHARMASCIENCE INC,Pharmascience,02243446,GABAPENTIN,Small molecule,CAPSULE
ORAL,APPROVED,67357,MARKETED,23.02.2001,2001,PMS-GABAPENTIN,PHARMASCIENCE INC,Pharmascience,02243447,GABAPENTIN,Small molecule,CAPSULE
ORAL,APPROVED,67358,MARKETED,23.02.2001,2001,PMS-GABAPENTIN,PHARMASCIENCE INC,Pharmascience,02243448,GABAPENTIN,Small molecule,CAPSULE
ORAL,MARKETED,67424,APPROVED,27.02.2001,2001,APO-PRAVASTATIN,APOTEX INC,Apotex,02243506,PRAVASTATIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,67425,APPROVED,27.02.2001,2001,APO-PRAVASTATIN,APOTEX INC,Apotex,02243507,PRAVASTATIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,67426,APPROVED,27.02.2001,2001,APO-PRAVASTATIN,APOTEX INC,Apotex,02243508,PRAVASTATIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,67437,APPROVED,23.02.2001,2001,PMS-TERAZOSIN,PHARMASCIENCE INC,Pharmascience,02243518,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),Small molecule,TABLET
ORAL,APPROVED,67438,MARKETED,23.02.2001,2001,PMS-TERAZOSIN,PHARMASCIENCE INC,Pharmascience,02243519,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),Small molecule,TABLET
ORAL,APPROVED,67439,MARKETED,23.02.2001,2001,PMS-TERAZOSIN,PHARMASCIENCE INC,Pharmascience,02243520,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),Small molecule,TABLET
ORAL,APPROVED,67440,MARKETED,23.02.2001,2001,PMS-TERAZOSIN,PHARMASCIENCE INC,Pharmascience,02243521,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),Small molecule,TABLET
ORAL,MARKETED,67456,APPROVED,09.03.2001,2001,APO-LABETALOL,APOTEX INC,Apotex,02243538,LABETALOL HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,67457,APPROVED,09.03.2001,2001,APO-LABETALOL,APOTEX INC,Apotex,02243539,LABETALOL HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,67477,MARKETED,27.02.2001,2001,SANDOZ ORPHENADRINE,SANDOZ CANADA INCORPORATED,Sandoz,02243559,ORPHENADRINE CITRATE,Small molecule,TABLET (EXTENDED-RELEASE)
ORAL,MARKETED,67480,APPROVED,29.03.2001,2001,HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 18MG,PURDUE PHARMA,Purdue,02243562,HYDROMORPHONE HYDROCHLORIDE,Small molecule,CAPSULE (SUSTAINED-RELEASE)
INTRAMUSCULAR; INTRAVENOUS,MARKETED,67481,APPROVED,20.03.2001,2001,METOCLOPRAMIDE INJECTION USP,OMEGA LABORATORIES LIMITED,Omega,02243563,METOCLOPRAMIDE HYDROCHLORIDE,Small molecule,SOLUTION
BUCCAL,MARKETED,67489,MARKETED,22.03.2006,2006,ANTISEPTIC ORAL RINSE,SAGE PRODUCTS LLC,SAGE,02243571,CETYLPYRIDINIUM CHLORIDE,Small molecule,MOUTHWASH
INHALATION,MARKETED,67513,APPROVED,02.03.2001,2001,ASMANEX TWISTHALER,ORGANON CANADA INC.,Organon,02243595,MOMETASONE FUROATE,Small molecule,POWDER
INHALATION,MARKETED,67514,APPROVED,02.03.2001,2001,ASMANEX TWISTHALER,ORGANON CANADA INC.,Organon,02243596,MOMETASONE FUROATE,Small molecule,POWDER
ORAL,MARKETED,67521,APPROVED,09.03.2001,2001,SINGULAIR,ORGANON CANADA INC.,Organon,02243602,MONTELUKAST (MONTELUKAST SODIUM),Small molecule,TABLET (CHEWABLE)
ORAL,MARKETED,67530,APPROVED,29.03.2001,2001,APO-ALPRAZ,APOTEX INC,Apotex,02243611,ALPRAZOLAM,Small molecule,TABLET
ORAL,MARKETED,67531,APPROVED,29.03.2001,2001,APO-ALPRAZ TS,APOTEX INC,Apotex,02243612,ALPRAZOLAM,Small molecule,TABLET
ORAL,MARKETED,67570,APPROVED,09.03.2001,2001,KALETRA,ABBVIE CORPORATION,AbbVie,02243644,LOPINAVIR; RITONAVIR,Small molecule,SOLUTION
INTRAMUSCULAR,MARKETED,67590,MARKETED,15.10.2001,2001,STREPTOMYCIN FOR INJECTION USP,STERIMAX INC,Sterimax,02243660,STREPTOMYCIN (STREPTOMYCIN SULFATE),Small molecule,POWDER FOR SOLUTION
INTRAMUSCULAR,MARKETED,67606,APPROVED,16.03.2001,2001,RECOMBIVAX HB,MERCK CANADA INC,Merck,02243676,HEPATITIS B SURFACE ANTIGEN (RECOMBINANT),Vaccine,SUSPENSION
INTRAVENOUS,MARKETED,67615,APPROVED,02.04.2001,2001,ZYVOXAM,PFIZER CANADA ULC,Pfizer,02243685,LINEZOLID,Small molecule,SOLUTION
ORAL,MARKETED,67616,APPROVED,02.04.2001,2001,ZYVOXAM,PFIZER CANADA ULC,Pfizer,02243686,LINEZOLID,Small molecule,POWDER FOR SUSPENSION
NASAL,MARKETED,67620,MARKETED,02.05.2001,2001,CLARITIN ALLERGY DECONGESTANT,BAYER INC,Bayer,02243690,OXYMETAZOLINE HYDROCHLORIDE,Small molecule,SOLUTION
INTRAVENOUS,MARKETED,67648,APPROVED,17.04.2001,2001,VENOFER,"AMERICAN REGENT, INC",American Regent,02243716,IRON (IRON SUCROSE),Other,SOLUTION
INTRAMUSCULAR,MARKETED,67653,APPROVED,04.04.2001,2001,BOTOX COSMETIC,ABBVIE CORPORATION,AbbVie,02243721,ONABOTULINUMTOXINA,Biologics,POWDER FOR SOLUTION
INTRAMUSCULAR; INTRAVENOUS,MARKETED,67670,MARKETED,15.06.2001,2001,PHENTOLAMINE MESYLATE INJECTION SANDOZ STANDARD,SANDOZ CANADA INCORPORATED,Sandoz,02243737,PHENTOLAMINE MESYLATE,Small molecule,SOLUTION
ORAL,MARKETED,67734,APPROVED,07.05.2001,2001,"PARIET, ENTERIC-COATED TABLET 10MG",JANSSEN INC,Janssen,02243796,RABEPRAZOLE SODIUM,Small molecule,TABLET (ENTERIC-COATED)
ORAL,MARKETED,67735,APPROVED,07.05.2001,2001,"PARIET, ENTERIC-COATED TABLET 20MG",JANSSEN INC,Janssen,02243797,RABEPRAZOLE SODIUM,Small molecule,TABLET (ENTERIC-COATED)
ORAL,MARKETED,67741,APPROVED,09.07.2001,2001,LAMICTAL,GLAXOSMITHKLINE INC,GlaxoSmithKline,02243803,LAMOTRIGINE,Small molecule,TABLET
ORAL,MARKETED,67763,APPROVED,13.06.2001,2001,PRO-PRAVASTATIN,PRO DOC LIMITEE,PRO DOC,02243824,PRAVASTATIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,67764,APPROVED,13.06.2001,2001,PRO-PRAVASTATIN,PRO DOC LIMITEE,PRO DOC,02243825,PRAVASTATIN SODIUM,Small molecule,TABLET
ORAL,MARKETED,67765,APPROVED,13.06.2001,2001,PRO-PRAVASTATIN,PRO DOC LIMITEE,PRO DOC,02243826,PRAVASTATIN SODIUM,Small molecule,TABLET
INHALATION,MARKETED,67775,APPROVED,22.06.2001,2001,PROVOCHOLINE,METHAPHARM INC,Methapharm,02243834,METHACHOLINE CHLORIDE,Small molecule,POWDER FOR SOLUTION
ORAL,MARKETED,67777,APPROVED,30.05.2001,2001,SANDOZ AMIODARONE,SANDOZ CANADA INCORPORATED,Sandoz,02243836,AMIODARONE HYDROCHLORIDE,Small molecule,TABLET
TOPICAL,MARKETED,67778,APPROVED,10.05.2001,2001,VANIQA,CIPHER PHARMACEUTICALS INC,Cipher,02243837,EFLORNITHINE HYDROCHLORIDE,Small molecule,CREAM
ORAL,MARKETED,67779,MARKETED,01.04.2003,2003,BISACODYL TABLETS 5MG,VITA HEALTH PRODUCTS INC,Vita Health,02243838,BISACODYL,Small molecule,TABLET
INTRAMUSCULAR,MARKETED,67797,APPROVED,24.05.2001,2001,TRELSTAR,KNIGHT THERAPEUTICS INC.,Knight,02243856,TRIPTORELIN (TRIPTORELIN PAMOATE),Peptides and proteins,"POWDER FOR SUSPENSION, SUSTAINED-RELEASE"
OPHTHALMIC,MARKETED,67803,APPROVED,24.05.2001,2001,FUCITHALMIC,AMDIPHARM LIMITED,AMDIPHARM,02243862,FUSIDIC ACID,Small molecule,DROPS
ORAL,MARKETED,67819,APPROVED,22.05.2001,2001,SERC,BGP PHARMA ULC,BGP,02243878,BETAHISTINE HYDROCHLORIDE,Small molecule,TABLET
ORAL,MARKETED,67821,APPROVED,11.06.2001,2001,APO-LORATADINE,APOTEX INC,Apotex,02243880,LORATADINE,Small molecule,TABLET
ORAL,MARKETED,67829,MARKETED,01.10.2001,2001,STREPSILS ANAESTHETIC FORMULA,RB HEALTH (CANADA) INC.,RB,02243888,HEXYLRESORCINOL,Small molecule,LOZENGE
ORAL,MARKETED,67852,APPROVED,18.05.2001,2001,REMERON,ORGANON CANADA INC.,Organon,02243910,MIRTAZAPINE,Small molecule,TABLET
TOPICAL,MARKETED,67856,APPROVED,11.07.2001,2001,RETIN-A MICRO,"BAUSCH HEALTH, CANADA INC.",Bausch,02243914,TRETINOIN,Small molecule,GEL
ORAL,MARKETED,67861,APPROVED,29.05.2001,2001,AERIUS,BAYER INC,Bayer,02243919,DESLORATADINE,Small molecule,TABLET
TOPICAL,MARKETED,67875,APPROVED,20.06.2001,2001,LEVULAN KERASTICK,"SUN PHARMACEUTICAL INDUSTRIES, INC.",Sun,02243933,AMINOLEVULINIC ACID HYDROCHLORIDE,Small molecule,POWDER FOR SOLUTION
SUBCUTANEOUS,MARKETED,67891,APPROVED,11.05.2001,2001,PUREGON,ORGANON CANADA INC.,Organon,02243948,FOLLITROPIN BETA,Peptides and proteins,SOLUTION
TOPICAL,MARKETED,67909,MARKETED,01.06.2002,2002,BAZA CLEANSE & PROTECT,COLOPLAST A/S,Coloplast,02243966,DIMETHICONE,Small molecule,LOTION
ORAL,MARKETED,67917,APPROVED,03.08.2001,2001,ENTROPHEN CHEWABLE,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Pharmascience,02243974,ACETYLSALICYLIC ACID,Small molecule,TABLET (CHEWABLE)
TRANSDERMAL,MARKETED,67942,APPROVED,06.06.2001,2001,ESTRADOT 37.5,SANDOZ CANADA INCORPORATED,Sandoz,02243999,ESTRADIOL,Small molecule,PATCH
TRANSDERMAL,MARKETED,67943,APPROVED,06.06.2001,2001,ESTRADOT 50,SANDOZ CANADA INCORPORATED,Sandoz,02244000,ESTRADIOL,Small molecule,PATCH
TRANSDERMAL,MARKETED,67944,APPROVED,06.06.2001,2001,ESTRADOT 75,SANDOZ CANADA INCORPORATED,Sandoz,02244001,ESTRADIOL,Small molecule,PATCH
TRANSDERMAL,MARKETED,67945,APPROVED,06.06.2001,2001,ESTRADOT 100,SANDOZ CANADA INCORPORATED,Sandoz,02244002,ESTRADIOL,Small molecule,PATCH
VAGINAL,MARKETED,67948,APPROVED,11.07.2001,2001,MONISTAT 3 VAGINAL CREAM,"INSIGHT PHARMACEUTICALS, LLC",INSIGHT,02244005,MICONAZOLE NITRATE,Small molecule,CREAM
INTRAVENOUS,MARKETED,67959,APPROVED,06.06.2001,2001,REMICADE,JANSSEN INC,Janssen,02244016,INFLIXIMAB,Biologics,POWDER FOR SOLUTION
