Marketing_authorisation_number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Referral,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Agency
anda078703,"indications and usage hypertension propranolol hydrochloride extended-release capsules, usp, are indicated in the management of hypertension. they may be used alone or used in combination with other antihypertensive agents, particularly a thiazide diuretic. propranolol hydrochloride extended-release capsules, usp, are not indicated in the management of hypertensive emergencies. angina pectoris due to coronary atherosclerosis propranolol hydrochloride extended-release capsules, usp, are indicated to decrease angina frequency and increase exercise tolerance in patients with angina pectoris. migraine propranolol hydrochloride extended-release capsules, usp, are indicated for the prophylaxis of common migraine headache. the efficacy of propranolol in the treatment of a migraine attack that has started has not been established, and propranolol is not indicated for such use. hypertrophic subaortic stenosis propranolol hydrochloride extended-release capsules, usp, improve nyha functional class in symptomatic patients with hypertrophic subaortic stenosis.",fda,propranolol hydrochloride,propranolol hydrochloride,adare pharms inc,capsule,oral,approved,15.07.2011,2011,authorised,yes,no,no,adare,,diseases of the circulatory system; diseases of the nervous system,<hypertension>; <angina pectoris>; <migraine disorders>; <hypertrophic cardiomyopathy>,FDA
anda078704,,fda,dorzolamide hydrochloride and timolol maleate,dorzolamide hydrochloride,teva pharms,solution; drops,ophthalmic,approved,28.09.2009,2009,discontinued,yes,no,no,teva,,,,FDA
anda078705,,fda,divalproex sodium,divalproex sodium,wockhardt,tablet,oral,approved,10.02.2009,2009,authorised,yes,no,no,wockhardt,,,,FDA
anda078706,,fda,zaleplon,zaleplon,upsher smith labs,capsule,oral,approved,06.06.2008,2008,discontinued,yes,no,no,upsher smith,,,,FDA
anda078707,,fda,risperidone,risperidone,renata,tablet,oral,approved,29.12.2008,2008,authorised,yes,no,no,renata,,,,FDA
anda078708,,fda,aripiprazole,aripiprazole,teva pharms usa,tablet,oral,approved,28.04.2015,2015,discontinued,yes,no,no,teva,,,,FDA
anda078709,,fda,rosiglitazone maleate and glimepiride,glimepiride,teva pharms usa,tablet,oral,approved,01.04.2016,2016,discontinued,yes,no,no,teva,,,,FDA
anda078710,"1 indications and usage telmisartan tablets are an angiotensin ii receptor blocker (arb) indicated for: treatment of hypertension, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) 1.1 hypertension telmisartan tablets are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including the class to which this drug principally belongs. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than one drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program's joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. telmisartan tablets may be used alone or in combination with other antihypertensive agents [see clinical studies ( 14.1 )] . use of telmisartan with an ace inhibitor is not recommended [see warnings and precautions ( 5.6 )] .",fda,telmisartan,telmisartan,chartwell rx,tablet,oral,approved,08.01.2014,2014,authorised,yes,no,no,chartwell,,diseases of the circulatory system,<hypertension>,FDA
anda078711,,fda,medroxyprogesterone acetate,medroxyprogesterone acetate,sandoz,injection,injection,approved,20.05.2009,2009,discontinued,yes,no,no,sandoz,,,,FDA
anda078712,,fda,ciprofloxacin extended release,ciprofloxacin,fosun pharma,tablet,oral,approved,11.12.2007,2007,discontinued,yes,no,no,fosun,,,,FDA
anda078713,,fda,indomethacin sodium,indomethacin sodium,hikma,injection,injection,approved,16.07.2008,2008,discontinued,yes,no,no,hikma,,,,FDA
anda078714,,fda,nicardipine hydrochloride,nicardipine hydrochloride,hikma,injection,injection,approved,28.12.2009,2009,discontinued,yes,no,no,hikma,,,,FDA
anda078715,,fda,lithium carbonate,lithium carbonate,hikma intl pharms,tablet,oral,approved,28.12.2010,2010,discontinued,yes,no,no,hikma,,,,FDA
anda078717,,fda,rocuronium bromide,rocuronium bromide,teva pharms,injection,injection,approved,26.11.2008,2008,discontinued,yes,no,no,teva,,,,FDA
anda078718,,fda,deferoxamine mesylate,deferoxamine mesylate,fresenius kabi usa,injection,injection,approved,15.09.2009,2009,authorised,yes,no,no,fresenius,,,,FDA
anda078720,,fda,amantadine hydrochloride,amantadine hydrochloride,bionpharma,capsule,oral,approved,29.05.2008,2008,authorised,yes,no,no,bionpharma,,,,FDA
anda078721,,fda,ketorolac tromethamine,ketorolac tromethamine,sandoz,solution; drops,ophthalmic,approved,05.11.2009,2009,discontinued,yes,no,no,sandoz,,,,FDA
anda078722,"indications and usage section indications and usage cyclobenzaprine hydrochloride tablets, usp are indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, limitation of motion, and restriction in activities of daily living. cyclobenzaprine hydrochloride tablets should be used only for short periods (up to 2 or 3 weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. cyclobenzaprine hydrochloride tablets have not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease, or in children with cerebral palsy.",fda,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,sun pharm inds ltd,tablet,oral,approved,12.05.2008,2008,authorised,yes,no,no,sun,,diseases of the musculoskeletal system and connective tissue,<muscle spasticity>,FDA
anda078723,,fda,montelukast sodium,montelukast sodium,teva pharms,tablet,oral,approved,03.08.2012,2012,authorised,yes,no,no,teva,,,,FDA
anda078724,,fda,ezetimibe,ezetimibe,teva pharms usa,tablet,oral,approved,12.06.2017,2017,discontinued,yes,no,no,teva,,,,FDA
anda078725,,fda,granisetron hydrochloride,granisetron hydrochloride,aurobindo pharma usa,tablet,oral,approved,30.01.2008,2008,discontinued,yes,no,no,aurobindo,,,,FDA
anda078728,,fda,glipizide and metformin hydrochloride,glipizide,heritage,tablet,oral,approved,23.06.2010,2010,authorised,yes,no,no,heritage,,,,FDA
anda078729,,fda,arsenic trioxide,arsenic trioxide,teva pharms,injection,injection,conditional marketing authorisation,03.10.2008,2008,none (conditional marketing authorisation),yes,no,no,teva,,,,FDA
anda078730,,fda,lansoprazole,lansoprazole,ani pharms,tablet,oral,approved,15.10.2010,2010,discontinued,yes,no,no,ani,,,,FDA
anda078731,,fda,levetiracetam,levetiracetam,mylan,tablet,oral,approved,10.02.2009,2009,discontinued,yes,no,no,mylan,,,,FDA
anda078732,,fda,carboplatin,carboplatin,actavis totowa,injection,intravenous,approved,06.02.2012,2012,discontinued,yes,no,no,actavis,,,,FDA
anda078734,"1 indications and usage oxcarbazepine oral suspension is indicated for use as monotherapy or adjunctive therapy in the treatment of partial-onset seizures in adults and as monotherapy in the treatment of partial-onset seizures in pediatric patients aged 4 years and above, and as adjunctive therapy in pediatric patients aged 2 years and above with partial-onset seizures. oxcarbazepine oral suspension, usp is indicated for: adults: monotherapy or adjunctive therapy in the treatment of partial-onset seizures pediatrics: monotherapy in the treatment of partial-onset seizures in children 4 to 16 years adjunctive therapy in the treatment of partial-onset seizures in children 2 to 16 years ( 1 )",fda,oxcarbazepine,oxcarbazepine,sun pharm inds ltd,suspension,oral,approved,26.06.2009,2009,authorised,yes,no,no,sun,,diseases of the nervous system,<seizures>,FDA
anda078735,,fda,simvastatin,simvastatin,oxford pharms,tablet,oral,approved,30.08.2010,2010,authorised,yes,no,no,oxford,,,,FDA
anda078736,,fda,fosphenytoin sodium,fosphenytoin sodium,norvium bioscience,injection,injection,approved,08.06.2010,2010,discontinued,yes,no,no,norvium,,,,FDA
anda078737,"indications and usage carefully consider the potential benefits and risks of ketorolac tromethamine and other treatment options before deciding to use ketorolac. use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see warnings ). acute pain in adult patients ketorolac tromethamine is indicated for the short-term (≤5 days) management of moderately severe acute pain that requires analgesia at the opioid level, usually in a postoperative setting. therapy should always be initiated with intravenous or intramuscular dosing of ketorolac tromethamine, and oral ketorolac tromethamine is to be used only as continuation treatment, if necessary. the total combined duration of use of ketorolac tromethamine injection and oral ketorolac tromethamine is not to exceed 5 days of use because of the potential of increasing the frequency and severity of adverse reactions associated with the recommended doses (see warnings , precautions , dosage and administration , and adverse reactions ). patients should be switched to alternative analgesics as soon as possible, but ketorolac tromethamine therapy is not to exceed 5 days.",fda,ketorolac tromethamine,ketorolac tromethamine,sun pharm,injection,injection,approved,06.10.2008,2008,authorised,yes,no,no,sun,,"injury, poisoning and certain other consequences of external causes",not reported,FDA
anda078738,indications and usage azelastine hydrochloride ophthalmic solution is indicated for the treatment of itching of the eye associated with allergic conjunctivitis.,fda,azelastine hydrochloride,azelastine hydrochloride,sun pharm,solution; drops,ophthalmic,approved,21.06.2010,2010,discontinued,yes,no,no,sun,,diseases of the eye and adnexa,"<conjunctivitis, allergic>",FDA
anda078739,,fda,rizatriptan benzoate,rizatriptan benzoate,chartwell rx,tablet,oral,approved,01.07.2013,2013,discontinued,yes,no,no,chartwell,,,,FDA
anda078740,,fda,risperidone,risperidone,west ward pharms,tablet,oral,approved,29.05.2009,2009,discontinued,yes,no,no,west ward,,,,FDA
anda078742,,fda,abacavir sulfate,abacavir sulfate,matrix labs,tablet,oral,conditional marketing authorisation,05.04.2007,2007,none (conditional marketing authorisation),yes,no,no,matrix,,,,FDA
anda078743,,fda,malathion,malathion,norvium bioscience,lotion,topical,approved,06.03.2009,2009,discontinued,yes,no,no,norvium,,,,FDA
anda078744,,fda,risperidone,risperidone,wockhardt,solution,oral,approved,08.10.2009,2009,discontinued,yes,no,no,wockhardt,,,,FDA
anda078745,,fda,ramipril,ramipril,chartwell molecular,capsule,oral,approved,18.06.2008,2008,authorised,yes,no,no,chartwell,,,,FDA
anda078746,,fda,carbamazepine,carbamazepine,teva pharms usa,capsule,oral,conditional marketing authorisation,20.09.2012,2012,none (conditional marketing authorisation),yes,no,no,teva,,,,FDA
anda078748,,fda,dorzolamide hydrochloride,dorzolamide hydrochloride,sandoz,solution; drops,ophthalmic,approved,06.11.2008,2008,authorised,yes,no,no,sandoz,,,,FDA
anda078749,,fda,dorzolamide hydrochloride and timolol maleate,dorzolamide hydrochloride,sandoz,solution; drops,ophthalmic,approved,06.11.2008,2008,authorised,yes,no,no,sandoz,,,,FDA
anda078751,,fda,naratriptan,naratriptan hydrochloride,ani pharms,tablet,oral,approved,07.07.2010,2010,discontinued,yes,no,no,ani,,,,FDA
anda078753,,fda,irinotecan hydrochloride,irinotecan hydrochloride,hikma,injection,injection,approved,24.12.2008,2008,authorised,yes,no,no,hikma,,,,FDA
